aHIP_rh,pHIP_rh,lAMY_rh,mAMY_rh,THA_DP_rh,THA_VP_rh,THA_VA_rh,THA_DA_rh,NAc_shell_rh,NAc_core_rh,pGP_rh,aGP_rh,aPUT_rh,pPUT_rh,aCAU_rh,pCAU_rh,aHIP_lh,pHIP_lh,lAMY_lh,mAMY_lh,THA_DP_lh,THA_VP_lh,THA_VA_lh,THA_DA_lh,NAc_shell_lh,NAc_core_lh,pGP_lh,aGP_lh,aPUT_lh,pPUT_lh,aCAU_lh,pCAU_lh,time_second
-1.465526,6.027328,3.488701,2.485379,-3.301998,-2.381683,-6.072526,1.732509,-1.44973,-12.90226,-5.32116,13.81084,-7.932949,-3.544534,-18.85509,-11.177,12.13912,-1.225217,12.37469,-7.227954,4.247598,-7.223388,-6.486712,-17.44411,5.794283,-2.578593,-17.22747,16.79704,-11.04277,-7.966975,-10.04283,-30.42097,-9.93683070000009
-1.410329,9.34342,6.936585,5.81741,-4.887283,-5.34882,-4.411864,0.03978142,-9.292816,-19.32112,-5.451555,13.06,-8.797636,-3.264128,-17.43713,-17.65388,16.8927,2.838709,2.957824,-6.30654,3.008175,-5.194928,-7.963501,-13.5713,9.022302,-1.720496,-10.91206,15.83038,-11.80415,-7.037283,-7.75305,-31.51822,-8.45383070000009
-0.8978401,10.35123,6.246802,4.994047,-4.155726,-6.416986,-0.4890066,0.3935356,-9.405182,-17.57347,-4.090293,7.113554,-3.135749,-1.053172,-7.100089,-12.58184,12.46187,7.479178,-8.816725,-4.533678,3.27258,-5.166036,-5.84428,-0.4495377,13.40523,5.78202,-0.7732546,8.698423,-5.884765,-1.838741,2.60033,-17.83749,-6.97083070000009
0.789932,7.005893,4.345947,-0.7542737,-1.983137,-3.562518,2.605629,2.080999,-0.3640535,-10.13468,2.791992,7.284175,3.730901,2.475726,4.415428,-4.536561,4.0677,9.146166,-15.76547,-4.619559,2.012161,-5.748942,0.4349145,7.652624,18.14592,16.71081,4.440526,-3.325921,1.692445,0.3256989,13.9618,0.4694603,-5.4878307000000905
-3.30885,1.242892,-1.256863,-9.049525,-1.60366,-5.443336,3.722931,0.5593221,5.397461,2.441713,4.573982,7.155521,4.468946,5.782384,15.08774,-1.61316,-2.821776,5.007823,-19.22584,-3.922078,-3.460732,-3.047218,5.054444,6.712554,13.70667,18.03894,6.244954,-12.90374,6.012883,-1.775111,20.5336,20.29836,-4.00483070000009
-9.400753,-3.695669,-5.371549,-15.3829,-0.8734222,-10.07507,3.19554,-2.309245,9.448968,19.65314,4.01987,-1.018265,1.912288,3.202386,26.64154,4.117578,-9.144191,0.1365124,-14.61364,-4.434211,-8.695301,-0.8399724,6.71931,3.645196,8.776344,14.19174,-3.078737,-14.53963,8.96237,-5.040325,25.39123,33.2032,-2.5218307000000895
-11.43294,-9.029027,-7.16884,-15.62414,0.2084577,-5.311098,2.097494,-3.246217,11.29988,26.83558,2.870661,-10.27416,1.174058,-1.676774,32.81218,13.62672,-16.57255,-2.827643,-7.154151,-2.331628,-13.44169,0.8554005,4.600023,2.008083,5.269691,8.657529,-14.43629,-14.60897,9.355524,-4.148864,27.536,36.01319,-1.0388307000000907
-8.05414,-11.41895,-11.10965,-10.94048,-0.8542039,3.808089,2.343469,-1.329446,10.69846,23.34218,1.785212,-13.04111,3.91814,-6.829722,28.14167,17.2868,-18.86372,-5.062641,-6.528087,2.004897,-13.84386,2.688411,1.160336,2.10217,-0.4176048,4.564138,-14.89105,-9.408614,7.262417,-3.054897,25.87922,34.84143,0.44416929999990984
-0.3033363,-7.563965,-12.58157,-6.783967,-0.6401855,7.324071,2.560991,0.5524229,5.065293,13.46268,0.8024514,-8.626181,5.008022,-11.2162,15.29257,10.85783,-11.95074,-4.251629,-9.004253,4.856837,-8.415385,4.435946,1.042399,5.55761,-4.205531,-2.819037,-9.298628,-0.4748401,2.690094,-4.616741,16.5572,29.49626,1.9271692999999104
8.607279,-0.1946602,-7.373956,-2.805281,5.669107,9.63646,1.990145,0.1445058,-5.322466,-1.575632,-3.792455,-2.026336,1.003157,-10.7517,0.8126608,-0.9450648,-0.1953593,0.6794815,-4.346141,6.675607,-2.22106,7.672641,4.190617,9.508363,-4.156452,-15.39709,-0.7250658,-1.109969,-4.714002,-7.972081,1.842916,16.68633,3.410169299999911
