aHIP_rh,pHIP_rh,lAMY_rh,mAMY_rh,THA_DP_rh,THA_VP_rh,THA_VA_rh,THA_DA_rh,NAc_shell_rh,NAc_core_rh,pGP_rh,aGP_rh,aPUT_rh,pPUT_rh,aCAU_rh,pCAU_rh,aHIP_lh,pHIP_lh,lAMY_lh,mAMY_lh,THA_DP_lh,THA_VP_lh,THA_VA_lh,THA_DA_lh,NAc_shell_lh,NAc_core_lh,pGP_lh,aGP_lh,aPUT_lh,pPUT_lh,aCAU_lh,pCAU_lh,time_second
23.31797,9.247048,13.96723,4.569838,5.079021,11.4713,7.007008,2.152182,20.97585,30.8537,2.239767,3.078024,18.91551,6.715581,0.4138734,8.122176,20.58923,10.16605,10.28755,9.129943,-2.46076,1.265224,8.860205,2.953534,1.49112,2.419715,-1.546987,17.40364,-0.1175331,11.41697,13.49606,21.02849,-8.564747299999
38.20479,17.75529,20.29652,2.529524,7.488914,11.68487,6.946804,2.201362,30.0576,42.49678,-9.498735,-0.398167,21.52431,9.319838,6.458094,12.95027,31.95263,12.72639,16.36377,20.39861,-2.426315,4.718958,10.14266,4.02951,4.3432,1.612626,-12.75344,21.56897,1.968126,8.742405,20.74813,30.41161,-7.081747299999
37.76631,18.33003,21.30578,-1.873017,3.183719,4.56086,3.61219,-0.2953856,27.73709,39.98007,-20.48831,-7.704864,13.18724,6.550898,9.169272,12.9377,32.35856,10.96419,16.06046,21.42275,-3.984105,1.63472,5.37245,5.291752,8.147696,4.384138,-21.54281,18.57436,2.975471,-0.273931,15.69054,20.7835,-5.598747299999
22.92386,10.02594,19.1677,-0.4562794,-3.882992,-1.978062,0.4188825,-2.567771,14.00988,28.14499,-19.59535,-13.88388,-2.81498,-2.175961,4.732676,3.544165,23.69533,6.45801,10.7412,13.63994,-3.982406,-3.432089,-1.657681,7.449644,8.658713,10.08207,-18.80431,8.529873,-2.081944,-9.609091,4.144518,0.9036944,-4.115747299999001
4.612072,3.142144,13.25436,3.830079,-2.404777,-2.38949,1.163134,0.6551923,-6.896586,7.098203,-6.551764,-4.47188,-17.23734,-8.956543,-2.531046,-4.840345,6.327596,2.075727,4.031924,8.817955,0.329475,1.318519,-4.34973,7.76789,3.330448,14.39351,-1.160067,-3.880622,-8.642894,-11.16919,-4.883242,-11.46102,-2.632747299999
-3.328788,-0.4535238,7.0852,4.108396,4.162034,-0.765708,-0.08728401,1.64937,-16.601,-14.85024,6.753869,15.77775,-21.68081,-9.495573,-9.042065,-9.422087,-5.260008,-3.158622,0.6073756,7.708107,-0.497761,6.153891,-6.102711,0.8479823,-2.763881,11.00842,14.13014,-6.434253,-11.46083,-5.797868,-14.46591,-16.57579,-1.1497472999989995
9.115082,2.476157,6.639251,6.785226,0.5912251,2.336701,-4.105925,1.136544,1.565011,-2.690164,5.211608,15.37536,-10.42,-9.765093,-0.8662804,-3.450177,5.473976,3.397261,3.459379,9.394912,-4.287742,2.896122,-3.393404,-3.329333,3.439167,2.290864,0.5229293,-3.970262,-7.945731,-4.173364,-10.18579,-1.071067,0.33325270000099927
10.35266,4.491933,-0.6061837,-3.014342,-4.277148,3.138687,-1.249913,-1.536751,10.16193,9.266079,-2.081499,-3.257641,5.312803,-4.247059,11.14544,9.87777,12.18888,4.462931,2.843646,3.770258,-2.82592,-0.7308135,1.160383,0.9674717,4.17859,-3.671387,-9.207185,2.320389,0.1743509,-2.677672,7.02063,20.72113,1.8162527000009998
-10.01488,-1.200402,-8.105327,-18.94545,3.442576,-1.259279,6.685733,-4.97766,-4.335774,-7.034055,-2.202389,-8.869897,12.02119,12.33032,1.953478,5.462895,0.6341585,-10.43089,-0.2417757,-11.76003,1.424449,-0.7227675,2.267337,3.092741,-6.45532,-2.994572,4.761798,13.43799,7.364584,5.792689,12.43773,11.94411,3.2992527000010003
-3.87604,4.504499,2.329556,-4.026488,8.390189,-0.8124239,11.69401,7.34016,4.811348,0.4843521,-2.699389,1.540608,10.51615,15.59416,-9.130458,-4.379443,0.9381229,-1.667679,5.53046,-11.41541,3.937065,1.334699,6.622843,4.830249,2.496565,1.57185,0.9981703,10.54125,8.749672,9.087679,9.26685,-3.989076,4.782252700001001
16.97702,13.52654,7.248753,9.734344,4.944028,2.719712,10.32594,18.13384,16.40975,16.39168,-3.286766,10.83377,2.089953,0.4446435,-6.091805,-2.572939,8.682142,14.7211,6.842189,3.009359,4.632657,1.961844,6.765854,7.844322,13.85454,-4.384105,-11.24432,0.6592964,1.913892,5.648337,4.498485,-4.282027,6.265252700001001
