aHIP_rh,pHIP_rh,lAMY_rh,mAMY_rh,THA_DP_rh,THA_VP_rh,THA_VA_rh,THA_DA_rh,NAc_shell_rh,NAc_core_rh,pGP_rh,aGP_rh,aPUT_rh,pPUT_rh,aCAU_rh,pCAU_rh,aHIP_lh,pHIP_lh,lAMY_lh,mAMY_lh,THA_DP_lh,THA_VP_lh,THA_VA_lh,THA_DA_lh,NAc_shell_lh,NAc_core_lh,pGP_lh,aGP_lh,aPUT_lh,pPUT_lh,aCAU_lh,pCAU_lh,time_second
-6.94534,-6.535884,11.89087,-2.052329,2.80639,0.1522581,10.021,12.72234,-7.800345,-14.8404,-2.814997,-3.159938,3.789937,2.885023,-8.058213,4.636248,-4.288536,-15.36281,0.7626865,-22.01058,-1.08452,-0.5764266,6.392568,-8.14891,-12.97632,-6.178897,-14.03837,-10.3179,2.482856,-7.732011,-2.497811,6.974767,-8.68980629974976
-10.70566,-10.18373,4.688125,-10.11709,-0.6165353,-4.869207,11.23518,10.80991,-13.10199,-8.988586,-6.799466,-9.241211,5.272846,4.384377,-6.550443,-0.4663243,-11.8363,-16.69011,-5.639418,-34.04044,1.806256,-1.660099,10.82623,-8.291393,-10.74937,-7.163951,-22.79704,-19.58624,5.975004,-4.952852,3.359438,10.25045,-7.2068062997497595
-12.32251,-12.59964,-6.695796,-19.61687,-5.564423,-16.11577,6.122645,3.888452,-13.33223,3.129089,-15.07819,-11.15261,4.768332,5.619605,-1.023605,-1.270769,-15.98504,-13.84544,-11.59071,-36.65997,2.693029,-2.082168,12.89103,-5.24666,-2.9052,-5.050112,-25.88349,-24.71983,6.944398,-1.123609,10.16464,12.99332,-5.72380629974976
-10.94063,-11.29124,-11.04185,-22.15459,-6.548025,-21.15261,-4.84498,-7.103003,-11.76227,4.213929,-17.059,-8.595955,2.034812,2.604217,0.6092939,-1.429614,-15.2183,-9.777914,-7.180548,-25.55355,-1.103185,-0.8423423,5.98576,-6.602537,-0.2183825,-6.383788,-20.02584,-24.86976,7.746851,1.846698,9.730523,9.008496,-4.24080629974976
-7.030884,-8.066557,-8.021652,-15.71321,-5.774337,-10.88235,-13.09883,-14.3578,-10.25641,0.4707543,-10.75938,-8.760713,0.8929847,-1.287757,-4.498097,-3.417062,-12.09044,-5.406175,3.940564,-10.25632,-4.974586,1.22435,-4.930208,-13.40086,-1.618946,-10.09256,-13.30487,-22.53707,11.69634,5.110876,1.73825,-0.8749469,-2.7578062997497597
-5.128428,-6.586939,-4.524475,-3.073101,-6.279024,4.718622,-13.51521,-12.36467,-7.210151,9.705026,-8.201011,-9.932529,2.756612,-1.747321,-9.405562,-4.598828,-8.259065,-3.892972,8.976468,-1.762209,-5.634569,0.4340739,-8.534447,-15.45495,1.234886,-9.80165,-11.24435,-21.08797,13.94172,5.122648,-7.227769,-6.336949,-1.2748062997497591
-5.334215,-2.271101,-1.067005,9.007669,-7.085351,13.77511,-9.394434,-8.531455,-3.925413,22.52484,-13.02427,-3.226649,6.047066,-2.576475,-7.77231,-6.377539,-2.394781,-3.540915,6.7263,0.7625474,-5.219581,-2.152848,-6.164388,-10.93591,7.436578,-6.386574,-10.20062,-17.71463,10.595,2.849685,-10.91116,-5.043405,0.20819370025023964
-3.882308,7.804714,5.575355,12.19173,-9.903219,11.38713,-2.029328,-6.179112,-0.3715561,26.61917,-20.23451,7.931863,8.107718,-2.657395,-1.524229,-2.882021,5.651262,1.810831,6.226702,3.776248,-5.940176,-1.82373,-4.487812,-6.309806,13.12052,-3.857266,-3.700009,-6.960276,6.437578,2.444868,-6.621113,-1.163403,1.6911937002502402
-0.663174,14.1104,6.205967,8.016106,-12.44079,4.832266,9.652645,0.6278488,4.83781,23.97244,-22.62139,8.857033,7.514075,1.256942,7.354338,6.842394,9.538777,7.833624,9.128978,11.17971,-4.789295,2.982508,-1.038925,-3.134827,18.25661,-0.6727168,8.479559,6.481729,7.790539,5.159035,2.491474,4.370858,3.1741937002502407
5.446879,16.69925,0.182157,4.18526,-10.20194,2.845115,18.76471,9.467667,11.07217,18.02001,-14.16941,4.842881,6.068984,5.774344,18.24956,16.83075,8.793196,13.17251,10.40879,20.68431,-0.3052468,5.125506,5.528462,3.299194,19.50361,2.771653,24.2548,21.10096,10.58117,6.960461,11.49887,12.42599,4.657193700250241
11.1467,16.59162,-0.2814172,6.830612,-0.9551564,3.914368,22.94248,16.53883,14.16985,17.04037,0.7409099,4.422476,7.499963,8.873921,30.28268,24.60543,7.69491,16.94595,8.627938,31.32683,5.490122,4.046303,11.88494,10.66177,15.34408,3.636531,38.19617,34.43635,10.37383,6.538774,17.72989,21.89994,6.140193700250242
12.85735,11.54969,7.266542,14.56861,11.48198,5.102147,21.55617,17.8065,10.06814,11.54766,10.50711,5.46795,7.89448,9.64182,34.18565,28.82398,9.508489,15.63034,8.402898,40.09126,10.43864,7.217373,14.75006,13.179,7.380798,6.616329,36.88155,34.82856,6.887071,4.768047,18.28616,28.94739,7.623193700250242
11.26503,5.499183,13.41889,17.30023,16.57828,3.614958,16.5447,12.93929,1.648923,-3.056399,11.73315,5.720253,2.896477,5.584016,23.98203,27.17642,10.37314,10.89947,7.573559,39.50483,12.09678,11.89443,13.01548,12.76582,-2.387481,13.75811,24.3939,25.76507,0.3388041,0.2924568,14.78094,29.24985,9.10619370025024
6.370808,1.240229,15.26282,15.18148,11.78267,-2.361185,9.906143,4.678375,-6.782918,-16.02818,14.88644,3.093121,-5.97617,-2.985391,7.069898,20.37443,9.630254,6.550216,0.8662918,29.04707,11.06579,9.632184,6.960954,12.09603,-11.39298,19.04985,16.07206,19.85288,-7.251143,-5.927038,8.644368,15.14897,10.58919370025024
3.328313,-0.6169955,18.60901,13.62917,3.989132,-8.222342,0.4354714,-4.14342,-13.64698,-26.90358,22.34705,-1.537267,-14.10171,-9.348167,-4.813997,9.546296,12.7175,4.803771,-4.561409,15.27147,7.309512,0.294204,-2.597338,12.92959,-16.88501,15.20933,9.273372,17.49755,-12.88435,-8.542381,-0.335883,-9.300993,12.07219370025024
3.564601,-0.5709122,18.7462,16.76419,-0.941533,-7.528395,-4.23148,-7.382435,-15.91094,-27.34796,25.29903,-4.329085,-19.23722,-7.895009,-8.772336,-1.446496,15.1397,6.513695,-3.293184,6.384121,1.657991,-7.517656,-5.587487,18.10662,-16.9502,6.264384,0.4986949,15.83327,-14.81335,-6.505303,-5.506193,-25.24065,13.555193700250241
3.57861,0.8155271,10.57086,21.31096,-0.148395,-5.15847,-2.707593,-3.871884,-7.422158,-10.36062,23.9891,-4.46055,-18.93538,-1.779,-7.24714,-7.312868,9.547954,7.940857,-0.5232495,1.295122,-0.5026325,-9.259206,-0.7525759,23.89477,-14.38532,-2.360538,-2.177436,9.619246,-12.92705,-2.338101,-5.076409,-24.71329,15.038193700250241
4.610056,3.203118,3.642154,17.37113,3.775511,-4.391567,-2.507605,-3.231696,7.664656,7.147349,20.07433,-6.283138,-12.37632,1.110387,-4.875272,-11.80811,-1.47745,7.616868,2.792408,-5.480372,1.505416,-6.487108,0.9082012,24.62065,-10.55788,-13.76157,5.578564,1.280356,-10.76394,0.6927673,-4.352297,-17.01366,16.521193700250244
5.274512,5.461268,3.919761,8.649128,9.092522,1.929162,-6.907424,-10.58834,14.94779,10.50829,14.82395,-9.213102,-9.157065,-1.385592,-10.87784,-20.65248,-8.393858,9.747234,5.302352,-12.04104,3.337718,-2.240654,-0.1352031,22.48093,-4.112926,-18.17082,13.83814,-2.015802,-12.5598,-0.6411397,-6.878162,-16.30584,18.00419370025024
-0.1297057,4.841613,-0.3366985,-2.942563,14.96551,9.981923,-10.50526,-12.09646,17.56906,13.65374,8.584955,-10.50115,-9.24571,-6.005815,-15.03258,-24.9543,-12.13434,8.282195,-1.827308,-15.40202,0.2010008,-0.4936421,1.485673,17.82454,5.620341,-7.683008,14.8043,-3.108999,-13.40866,-0.8798147,-9.907711,-20.26702,19.487193700250245
-6.035571,4.218679,-10.18728,-11.7248,17.56751,13.23224,-8.310701,-7.059359,21.98933,16.81964,0.2957996,-9.515451,-9.081634,-11.26061,-12.84439,-18.90539,-12.27532,4.791319,-7.182348,-11.19947,-6.062774,-2.712654,5.055082,10.9052,15.12626,5.706852,13.3314,-1.582002,-11.6672,-2.087228,-9.319498,-17.43276,20.970193700250242
-4.392937,5.830775,-11.77409,-9.88018,17.00956,13.99523,-4.966461,-6.474442,22.09397,6.400044,-2.232598,-3.358068,-8.501596,-13.58531,-13.91259,-16.11366,-4.669426,3.225417,2.513729,1.234757,-6.213934,-4.818712,4.489243,3.087073,17.6108,10.53705,7.367637,0.634618,-9.328701,-7.472706,-7.017372,-11.30605,22.45319370025024
0.5711872,8.369023,-7.31432,-4.35951,13.62991,10.20341,-4.235256,-7.898239,17.87793,-10.22279,4.371631,7.357489,-5.867924,-12.4374,-12.72865,-17.59299,2.411363,1.64959,11.48722,9.978296,-0.983084,0.1556869,-1.926401,-5.036026,11.55943,9.694849,-1.836451,-2.997635,-6.930894,-13.17318,-1.78325,-9.018804,23.936193700250243
4.123649,10.27158,-6.723359,0.2225687,7.302654,3.098748,-4.803142,-9.608049,11.02313,-21.75839,11.98914,14.83331,-5.048042,-10.85812,-8.26919,-16.70829,3.595947,2.930536,8.408101,7.549773,0.1705273,8.118794,-6.321958,-11.21746,0.8773063,8.049493,-4.067219,-9.156902,-9.402545,-18.93786,3.789866,-8.486813,25.41919370025024
