aHIP_rh,pHIP_rh,lAMY_rh,mAMY_rh,THA_DP_rh,THA_VP_rh,THA_VA_rh,THA_DA_rh,NAc_shell_rh,NAc_core_rh,pGP_rh,aGP_rh,aPUT_rh,pPUT_rh,aCAU_rh,pCAU_rh,aHIP_lh,pHIP_lh,lAMY_lh,mAMY_lh,THA_DP_lh,THA_VP_lh,THA_VA_lh,THA_DA_lh,NAc_shell_lh,NAc_core_lh,pGP_lh,aGP_lh,aPUT_lh,pPUT_lh,aCAU_lh,pCAU_lh,time_second
-16.64274,-18.98566,10.55833,-3.844987,-19.23465,-10.74054,-1.308596,-3.181308,-1.95069,-8.187097,-24.82025,4.562464,-7.792661,-14.6945,-1.853612,-13.37539,-8.185153,-6.304503,-9.663485,-2.865034,-25.28462,-12.59133,-1.551891,-4.335273,6.664186,8.987309,-6.580023,7.28654,-11.51701,-6.028007,10.26366,-8.746555,-9.77637830004096
-9.323005,-15.99653,6.182769,-9.711832,-23.28772,-10.5241,-1.786485,-12.37114,-7.018525,-7.058692,-27.10412,-1.617996,-7.741338,-18.69836,-3.581746,-19.84899,-3.499998,1.307696,-11.78743,-5.713876,-34.66333,-7.696671,-4.789524,-11.35772,3.132863,19.97723,-12.99111,0.9196836,-9.303354,-7.853152,8.183456,-18.8092,-8.29337830004096
3.606428,-3.684222,-3.345384,-13.4537,-22.19291,-5.903174,-2.304505,-23.61253,-9.814336,0.2111458,-21.13187,-2.746873,-2.581281,-15.51166,-2.106839,-24.17154,3.730391,6.915479,-13.54243,-10.22586,-36.62435,2.487782,-6.375727,-15.54474,-2.917083,29.01984,-18.41973,-6.26568,-4.261779,-9.356321,3.767612,-22.31821,-6.81037830004096
11.70612,8.720219,-10.2994,-12.15658,-18.61113,1.039673,-0.339028,-26.98678,-4.243214,8.306045,-14.66365,1.749598,4.103104,-11.19835,4.677151,-25.09689,9.077073,9.543772,-17.44019,-13.7366,-28.84566,13.35669,-2.269768,-12.13298,-6.478444,31.55218,-19.23444,-2.582288,-0.5923679,-10.54985,3.636673,-14.4362,-5.3273783000409605
16.90787,17.01052,-12.69924,-6.274863,-13.37216,4.124456,3.045311,-25.4364,-0.9755881,8.961438,-4.436633,3.233489,9.853343,-3.14364,11.00352,-11.51761,14.6311,13.65771,-18.31544,-11.77822,-15.50847,22.23072,2.787773,-9.609679,-4.605232,28.62689,-13.68456,6.544941,3.849228,-5.388788,7.486511,-2.287987,-3.84437830004096
17.12548,19.41532,-11.48315,-0.1038779,-9.426764,4.758621,7.874908,-20.86855,-2.813576,5.929214,5.800845,-0.7899399,12.53156,1.841447,14.00817,7.892841,18.01434,17.44662,-14.37988,-3.387387,-1.346843,26.39148,8.73404,-4.156692,-0.4604837,21.16623,-3.835483,10.93475,7.228886,-0.2012954,8.841215,7.009168,-2.3613783000409594
9.798805,14.99853,-8.928873,-0.4318937,-9.334723,6.045102,11.43983,-9.336996,-1.421927,8.553413,12.43584,-1.562371,10.80598,-0.6693394,18.57478,24.03104,13.65357,16.48899,-7.573914,4.099119,8.189113,21.99394,13.06591,5.149318,2.797615,7.600634,6.415274,5.462248,8.135455,0.4113162,5.102848,16.33598,-0.8783783000409606
3.817987,7.504693,-7.338228,-0.06525283,-12.64436,3.274411,11.84306,2.159047,2.840374,18.9926,18.11358,4.005517,10.29643,0.9707244,27.07662,45.86343,7.184712,9.513185,-1.013429,11.25543,8.144287,12.13845,15.58586,6.755992,9.662583,-3.189438,13.34792,-7.00241,12.49497,5.963785,3.225684,29.84916,0.6046216999590399
-0.5504103,-0.1777293,-12.37868,6.376909,-14.18571,-2.663759,11.25693,10.19241,7.685586,25.56465,19.50676,5.13188,11.10533,4.36506,31.14317,59.3355,3.108813,-1.728696,1.085812,22.62304,5.625241,0.6532256,17.54238,4.479345,19.26549,-6.514224,13.85548,-13.83526,15.27745,12.47344,6.094571,39.55446,2.0876216999590405
-2.086152,-5.93691,-15.92058,12.92708,-10.22514,-9.708655,5.174843,15.30681,6.845576,19.67363,11.92581,-0.9259097,10.76792,6.955472,24.84782,53.5036,1.677027,-10.89254,1.722017,30.21068,5.371007,-8.965689,12.14385,1.142947,24.69054,-9.900854,4.366583,-17.00668,12.52167,14.31727,9.784191,38.77474,3.570621699959041
