aHIP_rh,pHIP_rh,lAMY_rh,mAMY_rh,THA_DP_rh,THA_VP_rh,THA_VA_rh,THA_DA_rh,NAc_shell_rh,NAc_core_rh,pGP_rh,aGP_rh,aPUT_rh,pPUT_rh,aCAU_rh,pCAU_rh,aHIP_lh,pHIP_lh,lAMY_lh,mAMY_lh,THA_DP_lh,THA_VP_lh,THA_VA_lh,THA_DA_lh,NAc_shell_lh,NAc_core_lh,pGP_lh,aGP_lh,aPUT_lh,pPUT_lh,aCAU_lh,pCAU_lh,time_second
-10.15824,-20.47892,-13.76443,4.242145,-1.335292,-17.04418,-18.15913,-20.57611,1.264988,-6.07916,-4.261407,2.786535,-12.5812,-14.37675,-23.10451,-15.64285,-16.13224,-3.278938,-10.06691,-8.885132,-6.111876,-0.7876517,-14.68667,-17.07178,-16.15944,-26.18404,13.92885,-15.94767,-6.10507,-9.446741,-20.73975,-24.39914,-9.72696939948946
-6.833705,-13.78002,-14.19832,2.864103,0.7297563,-7.826912,-12.43999,-15.67407,10.10792,0.1582465,-9.164787,4.007668,-5.354764,-9.461166,-16.16668,-10.91229,-10.48292,2.038426,-12.58888,-8.649056,1.544121,6.95393,-7.183254,-8.689693,-10.75737,-19.61127,10.59508,-18.6205,8.047645,-1.451672,-12.67743,-20.43612,-8.24396939948946
-4.502754,-2.543671,-10.92291,-4.241422,1.981082,1.3881,-3.104877,-6.037328,16.35063,4.506181,-13.20663,1.228634,4.684127,-2.710653,-3.890776,-2.616034,-2.530846,5.288022,-14.99418,-9.78576,7.894915,11.79641,2.04206,1.341208,1.1794,-8.176024,6.764375,-13.8587,20.11278,7.293231,-2.285059,-9.721921,-6.76096939948946
-6.565695,2.966445,-2.840349,-12.17334,2.035171,5.276218,6.779526,5.304394,20.05912,6.737905,-9.902595,0.5105232,11.46047,0.8387502,4.395275,0.896907,-0.9394772,5.292484,-20.80905,-11.9958,7.923372,9.32218,10.97816,12.45117,14.93294,-0.0658793,4.820474,-3.048504,25.52256,9.921223,3.976506,2.279342,-5.277969399489461
-14.39034,4.911146,2.332736,-13.98831,2.967943,7.804429,17.51748,15.75111,18.44622,8.064839,-4.130881,6.17773,11.7046,2.975492,7.258773,3.871459,-9.761283,4.869541,-24.17331,-13.99984,7.249032,4.527261,19.6273,20.95566,23.17995,3.686654,5.446236,10.16595,24.37645,10.01751,5.767035,7.602771,-3.79496939948946
-21.25833,5.674465,0.2690085,-7.951274,4.478095,11.97566,28.0189,22.56146,10.58749,10.31349,5.776836,9.970971,12.97168,6.835772,10.13611,11.2846,-21.91729,3.886759,-22.71875,-15.04703,9.936442,6.806189,28.74875,22.89197,20.03603,7.719767,10.20602,16.12976,21.15112,12.71588,7.390745,8.89557,-2.3119693994894597
-14.66103,2.289921,0.1921534,2.14634,3.824046,18.09511,34.83422,24.97602,5.501154,15.37967,19.08775,9.493681,21.38065,12.41629,17.21569,17.55345,-24.20293,1.534116,-16.43495,-11.6566,12.90705,12.69719,36.92736,23.65069,10.06526,14.68938,13.39876,11.08732,21.26282,15.39318,13.40904,15.58922,-0.8289693994894609
-7.822519,-3.073087,-2.718162,5.024335,2.285278,20.96279,36.77424,24.12753,0.2068498,19.4468,27.00169,8.648082,24.96905,15.71318,19.9106,15.80171,-22.44741,-1.372043,-13.13591,-7.474267,14.60874,13.16658,41.98,27.75771,0.2177907,16.85053,14.74019,1.920881,18.5015,15.41407,16.68768,19.17412,0.6540306005105396
-6.351572,-6.705628,-6.148418,1.404516,0.948753,21.33775,32.69865,20.27987,-3.272442,18.81213,28.14646,6.340744,21.01551,15.25676,16.59146,9.320086,-17.71041,-4.876871,-10.92716,-3.940825,14.60687,9.308163,41.44758,28.40173,-4.050077,12.066,16.52633,-3.373661,10.2354,13.97499,15.58958,14.36284,2.13703060051054
-0.7846331,-7.41019,-3.512765,-2.868883,1.634553,17.58049,23.85744,16.85177,-1.229246,19.66918,23.11579,3.980463,18.37194,12.91193,12.65227,7.058354,-8.873889,-6.927748,-4.753824,-0.6327751,12.24506,6.918983,34.73876,23.12976,-2.960287,6.062689,15.7617,-2.034749,1.492423,12.11183,13.52246,6.592236,3.6200306005105407
