aHIP_rh,pHIP_rh,lAMY_rh,mAMY_rh,THA_DP_rh,THA_VP_rh,THA_VA_rh,THA_DA_rh,NAc_shell_rh,NAc_core_rh,pGP_rh,aGP_rh,aPUT_rh,pPUT_rh,aCAU_rh,pCAU_rh,aHIP_lh,pHIP_lh,lAMY_lh,mAMY_lh,THA_DP_lh,THA_VP_lh,THA_VA_lh,THA_DA_lh,NAc_shell_lh,NAc_core_lh,pGP_lh,aGP_lh,aPUT_lh,pPUT_lh,aCAU_lh,pCAU_lh,time_second
13.05012,-2.32799,23.2344,0.3948426,-2.499843,-3.438531,16.31761,-10.84998,-9.082112,-26.81551,4.449598,-7.358367,1.447287,-1.540708,-3.86118,-27.41881,5.556524,-11.83868,9.221925,0.8657397,-7.773215,-11.99556,14.76746,-12.69327,-20.3613,-3.489094,2.245827,10.30774,-6.016319,-4.292893,-12.44857,-1.708437,-9.17168650001986
9.611566,-7.148267,23.62291,-1.090683,1.875909,1.598933,12.35861,-9.405832,-4.496064,-32.06369,6.281085,1.378767,3.534973,6.898495,-10.43954,-23.3186,3.069219,-16.45244,5.324517,0.880185,-1.982205,-6.855714,14.5077,-10.48697,-19.05329,-12.42181,13.63145,14.41374,-2.734744,1.07643,-13.62495,4.793022,-7.688686500019859
0.5296428,-11.15639,14.41294,-1.579758,3.556053,7.259211,5.126821,-4.630401,-4.402044,-28.21909,6.415949,12.73399,1.488578,15.18708,-13.53604,-11.87115,-2.12876,-16.61525,-4.007136,-1.513903,6.166507,2.592197,9.934632,-2.004604,-11.9819,-16.1848,18.4598,7.123939,-0.7018495,6.519693,-10.03364,10.51033,-6.205686500019859
-7.853417,-8.405048,1.250218,-1.152188,2.653597,7.849934,-0.1448834,-0.5081544,-6.199762,-19.62834,4.062822,18.28661,-3.722153,16.57136,-11.27316,-0.9850241,-4.007941,-7.225391,-10.43369,-1.550673,8.178374,4.593357,1.019236,5.41626,-8.971761,-12.44878,12.5528,-9.849712,-1.545236,7.296004,-7.73945,3.337563,-4.72268650001986
-13.72326,0.5835225,-15.51193,-1.810531,0.6754462,-0.03184138,-6.064456,-0.2987147,-5.530826,-0.5349824,-2.92878,15.54155,-8.029268,10.37593,-8.065722,6.563165,-3.557495,6.947198,-6.236331,-0.6767827,6.59673,-0.8844886,-10.18899,7.343916,-6.609264,-3.788331,-6.513013,-22.46797,-2.1963,6.177745,-8.293813,-9.541587,-3.239686500019859
-12.63695,14.66215,-21.59266,0.3286259,-1.692349,-5.882635,-10.4175,0.8171987,-0.6943224,20.52912,-16.28732,8.463142,-8.759289,-1.05041,-2.486475,9.085407,-3.987167,22.19323,1.687461,-0.5801822,4.216478,-4.295654,-13.5858,7.028243,-3.101711,4.933237,-26.20077,-25.97495,-1.338939,1.438534,-5.062837,-13.52627,-1.7566865000198586
-9.620367,22.42764,-18.9376,3.779627,-5.537372,-5.684463,-12.62731,5.296608,9.346981,36.09366,-25.68633,-2.418407,-5.922951,-12.51471,6.82353,6.866977,-5.047592,29.20193,6.951658,1.319129,0.184754,-3.170079,-12.72382,5.560185,7.585809,12.88011,-36.99943,-21.35494,1.436109,-3.33716,2.001052,-8.586826,-0.27368650001985984
-9.359866,15.57116,-17.26528,2.844689,-8.414555,-7.634924,-13.48716,7.722577,20.95318,46.61574,-23.43046,-17.23158,-2.938244,-14.74991,17.67308,1.816988,-6.101672,19.71362,9.384441,3.944452,-4.260431,-2.59122,-10.98642,4.824271,26.29586,22.71584,-37.4314,-12.13122,5.082195,-2.735531,10.22801,-5.358004,1.2093134999801407
-5.852318,5.89291,-11.14604,0.5724776,-5.413828,-9.325433,-10.63291,8.262715,33.44428,41.99908,-12.16792,-22.13833,0.1190092,-7.090077,23.02723,-0.8466646,-5.910897,7.290871,10.01087,6.002686,-8.047159,-3.194706,-4.794746,7.455651,35.14326,23.92961,-16.48913,-1.009436,8.132748,0.2696418,17.83112,-6.970295,2.6923134999801412
-2.71209,-3.662419,-4.658274,-1.373899,-0.3132859,-8.536121,-5.211068,8.679016,40.79533,32.51067,3.512189,-20.38807,0.695703,0.3576961,18.87878,0.6305529,-2.835479,1.013769,12.07236,4.528522,-8.382855,0.1090295,3.953176,8.616008,39.11501,15.15721,10.34166,9.349096,8.456462,4.359047,20.31885,-0.8462853,4.175313499980142
0.794379,-14.02615,2.838028,-2.266834,3.536503,-3.685594,2.470358,8.547336,37.52352,30.6036,13.07973,-19.38923,-0.2195756,3.972125,9.857145,2.256948,4.094057,-4.172503,14.11764,2.435534,-5.657164,6.744778,14.8059,7.366531,44.51097,8.136192,25.77429,14.93184,6.18074,7.433713,17.80914,10.37164,5.658313499980142
8.160115,-18.0195,11.92578,-0.4731471,8.683093,3.330582,7.448633,8.719683,29.95938,25.67228,12.1839,-18.76414,0.1900461,4.417863,3.206265,-1.131448,12.27226,-9.367293,18.22256,2.965882,-2.777892,12.65794,19.33918,6.6751,33.84658,3.230597,25.97384,7.683154,6.011933,7.081902,10.04064,9.840793,7.141313499980143
11.29235,-15.36256,16.51741,4.289697,14.37596,6.974339,3.627671,6.623509,18.86394,11.81551,6.995325,-24.16315,-1.05243,4.102707,0.5988556,-6.831981,15.97306,-9.239798,22.53406,3.019092,1.480723,15.00377,13.48347,4.290094,11.95954,0.5790919,9.264235,-11.54401,9.038054,5.810124,-0.3511238,2.067514,8.62431349998014
12.0471,-6.131565,20.50506,9.72888,18.76929,9.314007,-6.207781,-0.07822905,6.786471,-3.258833,1.899112,-30.40341,-3.389876,5.898921,-2.569862,-4.670083,14.93209,-0.5953046,23.09851,1.447431,6.37207,11.84294,2.635716,-0.4433716,-4.235331,1.103699,-9.796465,-27.10731,12.25659,3.791418,-6.547013,-3.487906,10.10731349998014
13.31894,7.029518,20.94779,8.056031,17.99044,6.617631,-18.60684,-5.891322,-1.525577,-6.968144,-2.263023,-36.96202,-7.248365,4.569916,-3.954567,3.116107,9.914392,7.248909,20.51646,-5.201225,7.592823,5.244961,-13.01032,-6.109304,-10.49465,4.548115,-28.36041,-38.88127,11.59891,-0.6802287,-7.730856,-4.8578,11.590313499980141
13.75975,19.1298,19.64678,0.4804087,13.52814,1.384532,-23.76619,-5.885616,-11.10071,-6.338937,-5.261237,-41.66939,-8.856524,-0.3121934,-0.1751378,8.130465,3.059036,12.77966,10.90545,-11.48333,4.207665,-1.764726,-23.44355,-10.92981,-8.25229,8.492468,-38.59756,-47.3643,3.010179,-7.000782,-3.494535,-4.174565,13.073313499980141
12.33252,23.39685,19.29639,-4.39,10.06031,0.1943147,-16.33311,-3.206305,-23.97995,-9.085443,-4.651606,-31.22717,-4.082793,-3.706543,6.235389,12.8614,-0.008184101,17.98315,-2.856351,-11.2372,-0.02348924,-5.106473,-23.46599,-10.41642,-7.902416,2.722587,-29.54725,-41.12857,-9.568286,-10.95777,1.893948,-10.34168,14.556313499980142
4.128978,10.55262,6.803417,-5.428963,3.350023,-3.975229,-6.409033,-2.174722,-32.39848,-3.332534,1.778734,-17.42664,1.765582,-5.945073,10.29314,19.24169,-1.355914,11.66762,-8.508541,-9.370607,-2.211493,-4.002765,-20.87593,-6.008144,-4.230616,-3.977962,-16.42381,-26.72825,-19.34267,-9.508856,0.6017414,-16.08544,16.039313499980143
-6.796141,-11.00577,-10.88578,-6.179204,-6.736442,-10.52085,3.490348,-5.032178,-24.28896,5.8553,6.303022,-9.84051,5.518431,-7.099647,9.399277,23.07471,-4.17561,-1.177953,-9.256824,-4.31177,-4.209604,-4.852212,-12.251,-2.029418,10.64001,1.597182,2.516418,-9.289598,-21.68769,-7.167978,-5.236521,-11.06387,17.522313499980143
-12.07119,-24.56791,-16.3691,-8.935378,-12.88806,-11.97494,13.26493,-7.321511,-7.520249,9.541583,5.113938,-1.905036,6.694137,-7.41747,7.311284,23.09408,-2.531764,-9.545509,-10.31038,1.993194,-6.471898,-9.138524,0.7250946,0.8523102,19.01091,2.151238,23.45015,9.29534,-14.68592,-6.505207,-8.844424,-7.42729,19.005313499980144
-11.37539,-26.32327,-13.26665,-10.4276,-11.06023,-10.30122,13.53642,-1.877258,-3.17006,9.640251,4.371238,0.9416996,4.907196,-8.574623,6.214612,17.26637,3.849773,-15.0253,-6.274915,2.491444,-4.105957,-9.566075,7.468736,3.038919,13.18969,-11.6481,22.59432,18.32723,-5.139983,-3.610173,-6.129396,-9.326968,20.488313499980144
-4.107203,-19.13374,-6.250252,-4.942722,-4.585728,-7.258632,6.546125,3.282,-7.018894,0.0755359,2.361326,4.392775,4.664244,-10.53353,3.133137,8.322388,7.928926,-11.62689,-3.174175,2.669029,1.311423,-6.114055,11.36351,5.991725,0.7832473,-25.58092,17.54963,24.9675,1.136259,0.6983898,1.238232,-1.503438,21.97131349998014
8.450842,-7.781863,0.7243748,3.285372,2.418676,-3.527809,-0.02208506,1.514931,-7.022231,-14.49626,0.3675513,12.54566,6.726895,-12.01387,-1.307745,-0.780128,8.485076,-2.03943,-5.276384,4.648087,4.644075,-5.17961,12.40406,6.719536,-10.02793,-30.16726,23.74163,33.27164,2.968223,2.725231,5.040558,12.82551,23.454313499980145
