"sub.id" "LH_accumbens" "LH_amygdala" "LH_caudate" "LH_hippocampus" "LH_pallidum" "LH_putamen" "LH_thalamus" "LH_cerebellum" "LH_diencephalon" "RH_accumbens" "RH_amygdala" "RH_caudate" "RH_hippocampus" "RH_pallidum" "RH_putamen" "RH_thalamus" "RH_cerebellum" "RH_diencephalon" "LRH_brainstem"
"1" "sub-01" 0.0683216068444743 -0.0471005142091888 -0.00397885069608966 0.0147688016383222 0.0459956137453683 -0.0167425271476732 -0.0789038216028727 -0.0813639629509293 0.061669988594075 0.035650159010574 0.137261699286455 -0.133416046660783 0.00201390492110758 -0.0342949466827561 -0.0363906590095019 -0.028771008715297 -0.105870415554105 0.0265055526178735 -0.0385168090277074
"2" "sub-02" 0.150163850103463 0.0407708031592238 0.024628762104711 0.0411961656207088 -0.00175793313451382 0.113315502311411 0.202579032508349 0.242179017622118 0.0767829949402092 0.0591654607222486 0.0794609444406916 0.0511730667952321 -0.000703446898334016 -0.0180064187941283 0.0795619952526358 0.150773441132958 0.118531589310166 0.0164223686927892 0.0419470563435589
"3" "sub-03" 0.0171948263511938 -0.0142980188203572 -0.0181221831480436 -0.0552819247359331 -0.13179434862478 -0.0074871375498271 0.00619938790652682 0.0772396954970263 -0.057853742469567 -0.0497262639589834 -0.0703231079377629 -0.0099164461727263 -0.0543249567305678 -0.0507627436882345 -0.00450828260059108 -0.0666741347522294 0.0403759681915273 0.00855641568311426 -0.0182792670916973
"4" "sub-04" -0.160705101518436 -0.178826893041437 -0.148766283914764 -0.13959541606365 0.0103136372817178 -0.114884874920819 -0.174938418439164 -0.022852664827325 -0.0862758925087837 -0.0735727971401608 -0.103331900892038 -0.10267940888358 -0.131584181272283 -0.114656487595461 -0.0365710064932324 0.0526875934204565 0.171066486954207 -0.16364306210291 -0.0887334126869542
"5" "sub-05" 0.125176039864032 0.00280921852567096 -0.0323069693194066 0.0614897188071746 -0.0734752016468266 0.0552172717469888 0.00349109201211624 -0.000329075631601852 -0.0671869003487486 -0.0133700824811422 -0.0540714812298397 -0.0226634002580473 0.0144614719022597 -0.150870204745821 -0.0163138286670384 -0.171498899462738 -0.0639001128335792 -0.175185592114749 -0.0231945358671855
"6" "sub-06" -0.00498769858082847 0.0299362637509915 0.0611900022961244 -0.0541284307640339 -0.0840466510864684 0.191367092370192 -0.0664691505273969 -0.0440122378325099 0.0583576357088405 -0.0221758599788944 0.125523877311944 0.129175701109404 0.0947898686775508 0.0765929589740569 0.00389477553238865 0.158649375701794 0.21161923600815 0.0867317352093298 0.106944477250087
"7" "sub-07" -0.14080604212769 -0.0918857687177716 -0.0942152234230224 -0.0466061478985549 -0.0152743358739514 -0.145636751349639 -0.123405197906751 -0.128783589522705 0.00482515972316928 0.033260397860711 -0.15137897292783 -0.0713749445979333 -0.102906561048656 -0.0366968191074898 0.00383890089807061 -0.144747269661162 -0.0376618191383866 0.0103674238418336 -0.0953533094543356
"8" "sub-08" 0.20163838759752 0.254397384096625 0.0600778821615467 0.266651178676491 0.177565989700062 0.267735015274459 0.170530614600704 0.125155001609451 0.207374647797199 0.17961592310902 0.150734203559361 0.278927553664738 0.0845956326927345 0.26973594056566 0.167811932476852 0.135103091617696 0.171226923642012 0.187602207927309 0.263287358701096
"9" "sub-09" 0.0715461306570946 0.0415206536690983 0.0619990296699252 -0.0482939399432313 -0.0759863925090434 0.065172083867553 -0.041141048695187 -0.0825324061567151 0.0156108922297758 -0.0168983068302229 0.0849202711832488 0.0634170026113757 0.206153549309778 0.0389712044424607 -0.00738081552240631 0.00231396766342977 -0.0794001262086982 0.0597592002093447 0.0476460793868725
"10" "sub-11" 0.0989518107719966 -0.0264186018111764 0.109870811937428 -0.072807991223254 -0.0802745467343428 0.0332103262779961 0.0317564754946392 -0.000419064613173988 0.0321294675610801 0.0298343704495075 0.0329739455335895 0.0444683280402156 -0.0544681935864405 0.0120123862330957 -0.0919920276766192 0.068048491741039 0.0368383440884099 -0.0816059465523625 -0.0224393670071541
