"sub.id" "LH_accumbens" "LH_amygdala" "LH_caudate" "LH_hippocampus" "LH_pallidum" "LH_putamen" "LH_thalamus" "LH_cerebellum" "LH_diencephalon" "RH_accumbens" "RH_amygdala" "RH_caudate" "RH_hippocampus" "RH_pallidum" "RH_putamen" "RH_thalamus" "RH_cerebellum" "RH_diencephalon" "LRH_brainstem"
"1" "sub-01" -0.171119909605997 -0.0766073938224638 -0.23694039919039 -0.145197707313306 -0.017559273894976 -0.260817567060141 -0.287533323612598 -0.315521573182537 0.0669403334279325 -0.0426314942799427 -0.234203205803233 -0.0885050284918056 -0.142295013507685 -0.197517168101947 0.00691090845070034 -0.288637825099286 -0.270609857677502 -0.0146141685468349 0.00373774560288144
"2" "sub-02" 0.0653697998840278 0.0292860792399161 0.0251761655806766 -0.0094928607485491 0.0136219117401213 0.0758207721227497 0.0387221412324161 0.00781083164518242 -0.0184585641708039 0.0738761396950111 0.123041525358994 0.0526360706161433 0.0392799353248357 0.00540856427346655 0.028559604227741 0.0458766602733348 0.125079058369935 0.0658939640981668 0.057766161874887
"3" "sub-03" -0.122100071267692 -0.104494546118043 0.00636833310173961 0.00344943976645276 -0.0262832490793661 -0.0915903425527451 -0.198780867630443 -0.137025257675697 -0.170781216596609 -0.0245714032805187 -0.136036007032929 -0.0736750328740458 -0.0014467917831988 -0.0368553305165702 -0.00620939686088196 -0.186021966452872 -0.19218697526753 -0.12234262007772 -0.0409022552368521
"4" "sub-04" -0.146163877672106 -0.148657035873865 0.00947867960995469 -0.147915988788258 -0.103408530699836 0.00855552023262987 -0.0878614985202455 -0.0847080451881916 -0.0854072990868028 -0.00902092315403497 -0.00960622507880543 -0.0859755659775062 -0.131035954009153 0.15951691620357 0.0102146469364412 0.203957843748147 0.0987568138571223 -0.0210897488202168 0.117913569661414
"5" "sub-05" -0.0307418705544867 -0.076654100505994 -0.0716261272087459 -0.00819701091584987 0.0479995601647037 -0.134270778424574 0.0356843289988118 -0.0233255423719361 -0.0364240900076308 -0.0177464145284757 -0.139340151243328 -0.09902973060398 -0.0683000373341015 -0.0854803359075358 -0.061348087812722 -0.109672661246384 -0.0847048150689488 -0.11554601978908 -0.0922738940825764
"6" "sub-06" -0.0935989102774122 0.0257015733234557 -0.0370088410409253 -0.0505172933120009 -0.0379892615335888 0.0236114386725624 -0.215244280604137 -0.219946185827179 0.0311072764084134 -0.0182505691582884 0.101650523855634 0.142948347234021 0.0370024310983384 0.166104212689255 0.0468061262696994 0.102428621654257 0.15122990072449 0.0873788257789957 0.105473681740909
"7" "sub-07" 0.060308541264694 0.0119186019607395 -0.0132607808806209 0.0830476745377694 0.0667620909528292 0.0216665570321431 0.163670039830145 0.127450303917406 0.0195825104696407 0.0768825492506813 0.00347111702938014 -0.00764181667925361 0.170173416709537 0.0401043152645622 0.0618147755639127 0.13544583956296 0.0474602019724722 0.0567765252181193 0.0655135548380948
"8" "sub-08" -0.0854597464828913 -0.213977296246529 -0.0840553651460275 -0.0187568798028826 -0.0355960602147214 -0.0207370053142302 -0.157584128023295 -0.136503684624439 -0.197190487369277 -0.0513286870781813 -0.140658236503399 -0.233513490832882 -0.225890182956224 -0.0735562619107785 -0.090630142362077 -0.242049355382062 -0.188366872602746 -0.121883737863755 -0.085737287305827
"9" "sub-09" -0.0448101905294306 -0.101399862383423 -0.148581369761559 -0.0782781526150925 -0.0452464658214911 -0.0789024320416744 -0.079074952462168 0.025403061748842 0.00889508763586985 -0.0651006609742899 -0.15477254228623 -0.0421824647119477 0.0512206458455484 -0.0317618666300957 -0.0177601515839195 0.0250942806068917 0.102795507717094 -0.0905786533806169 0.0180123093540564
"10" "sub-11" -0.191740389868397 0.0790139867846833 0.0518323493882966 0.131960037888491 0.130815265167131 -0.164578643203699 -0.0310152340443837 0.170490843435165 -0.175771483268908 0.117197266201612 -0.216725935887747 -0.0719280843133341 0.034672607786108 -0.0363977890933618 -0.0709114161669364 -0.124505136045995 0.0790374240564283 -0.173567449189426 -0.0332457563318769
