movie,task,segment_coarse.rt,segment_fine.rt,order,sub
1.2.3,segment,"[81.22465172300144, 152.4806256030024, 275.1366779279997, 341.2486640080024, 429.0887055109997, 581.5687208230011]",,coarse_fine,e152007
6.3.9,segment,"[201.5615719640009, 275.17759370800195, 303.28958691500156, 431.4016054120002, 525.4976156429984, 669.961619376998]",,coarse_fine,e152007
3.1.3,segment,"[22.026569180998194, 168.62662580000324, 342.442650347999, 417.8026482389978, 581.7706659530013]",,coarse_fine,e152007
2.4.1,segment,"[216.21561364099762, 329.53564650000044, 359.3036620720013, 404.4636206569994, 577.5596761380002, 635.8076897270003]",,coarse_fine,e152007
1.2.3,segment,,"[56.83075998399727, 80.3107490820039, 93.07074369800102, 130.83872440599953, 143.12676824899972, 152.21474196000054, 229.72677923800074, 275.0387618129971, 303.4387495030023, 321.91876337100257, 336.2628213860007, 378.2787748310002, 399.1507537439975, 427.59881532000145, 505.9028025689986, 530.246792486003, 580.526802772998]",coarse_fine,e152007
6.3.9,segment,,"[26.682888985000318, 60.498903214000165, 199.58692414800316, 274.70693683600257, 281.1549253990015, 302.7789240130005, 439.170927981002, 525.7789834700015, 616.8589582049972, 631.8429262729987, 669.202961326002]",coarse_fine,e152007
3.1.3,segment,,"[20.56541860300058, 31.349407201996655, 69.54942225600098, 131.38140472899977, 163.53341983399878, 170.65342203199543, 192.26142491000064, 265.13343081699713, 324.901464306, 342.7494602680017, 351.51742021599784, 384.91744584000116, 414.77344799399725, 460.38947836100124, 494.01346463799564, 511.43748143500125, 565.2854402270023, 581.2214780729992]",coarse_fine,e152007
2.4.1,segment,,"[10.657775728999695, 79.74574539100286, 194.73778898200544, 222.75377393600502, 285.60981880799955, 318.68979090200446, 348.66581408800266, 358.3378638430004, 401.48179879799864, 529.9378192639997, 585.5298301400035, 629.7298304010037, 641.3138556289996]",coarse_fine,e152007
1.2.3,segment,,"[-1.1377288900039275, 56.030259610997746, 79.07028421299765, 84.88626648699574, 92.34225806099857, 94.46227579599508, 143.44626878899726, 151.16626382499817, 155.33428597499733, 226.71826314799546, 236.2222950419964, 270.2623053499992, 285.98227731099905, 291.38229763900017, 302.0703087139991, 322.52629198599607, 332.6062913179994, 352.9983174009976, 377.74228812599904, 400.3586176509998, 426.5822737039998, 458.76630743499845, 483.18230881999625, 505.66233606699825, 531.0303052059971, 555.2142904639986, 575.9983249979996, 580.9663136029994]",fine_coarse,e152008
6.3.9,segment,,"[6.908971085998928, 13.460978554001485, 27.06897153900354, 54.20496216200263, 63.03698851300578, 179.71702155200182, 201.66101216800598, 417.173022242001, 441.78102303500054, 525.7410175930054, 530.9090334420034, 604.0690169529989, 635.8690685050024, 662.3970487840052]",fine_coarse,e152008
3.1.3,segment,,"[10.648828156998206, 20.800846789999923, 24.440857647001394, 31.520826323998335, 64.94483395200223, 77.21683722000307, 129.12883690000308, 134.832861324001, 148.1288298590007, 172.90486693300045, 182.75284939200355, 209.08084886299912, 262.8248965120001, 331.12089277199993, 347.336871239997, 375.2488753930011, 393.49688796400005, 406.48886788300297, 444.29689503600093, 453.04087828000047, 469.2568731759966, 557.5449197609996, 576.0408972509977]",fine_coarse,e152008
2.4.1,segment,,"[85.78620123000292, 94.41820325200388, 194.09022870100307, 210.74621120699885, 243.50620657800027, 282.80224382699816, 313.41024077600014, 325.0422325870022, 347.0262598249974, 363.9062229140036, 400.7462463810007, 528.8822590290001, 543.8422679110008, 578.586267368999, 580.9702911679997, 626.162291157998]",fine_coarse,e152008
1.2.3,segment,"[8.362966485998186, 78.50702422899485, 83.64297836999322, 152.29100063799706, 156.37900526799785, 275.2910605319994, 577.6190532629989]",,fine_coarse,e152008
6.3.9,segment,"[15.783240088996536, 280.199277271, 286.2392601479951, 420.83133094899677, 525.175306019999, 530.4072955589945, 670.0793355409987]",,fine_coarse,e152008
3.1.3,segment,"[24.17181908999919, 416.8678763650023, 423.5238962430012, 568.1398971009985]",,fine_coarse,e152008
2.4.1,segment,"[13.80390080899815, 314.0119233360019, 363.41194206199725, 401.21998018700106, 404.94794874700165, 633.267968772001]",,fine_coarse,e152008
1.2.3,segment,"[7.937525714000003, 57.76152606799951, 185.88153584299926, 277.3775515739999, 338.6335666629993, 436.8975845289997, 577.0095893139996]",,coarse_fine,e152009
6.3.9,segment,"[17.13977628700013, 347.2278304619995, 429.7558498090002, 526.2758600829993, 670.9158542019995]",,coarse_fine,e152009
3.1.3,segment,"[347.1007803480006, 422.5647948960004, 467.1088021180003]",,coarse_fine,e152009
2.4.1,segment,"[10.03510311700029, 215.57911906900063, 328.85916865200033, 401.11516547800056, 587.4672286540008, 637.7791909150001]",,coarse_fine,e152009
1.2.3,segment,,"[10.543289737000123, 57.919285982000474, 83.06330506900031, 152.1433103340005, 225.68729436400008, 270.23933843800023, 337.88731383600043, 426.9033269770007, 576.5833336140004]",coarse_fine,e152009
6.3.9,segment,,"[14.287667264999982, 55.99965901499945, 202.01572070299972, 285.5677253369995, 324.6956988839993, 417.79973888099994, 525.6477545260004, 670.4557784459994]",coarse_fine,e152009
3.1.3,segment,,"[19.064885904999755, 67.62487517599948, 114.0888822020006, 173.36090542400052, 343.44891393800026, 413.13690231500004, 459.87292420499944, 565.0089677420001]",coarse_fine,e152009
2.4.1,segment,,"[89.71124418799991, 196.831260596, 241.24725927799955, 329.8792946479989, 358.2952721319998, 405.54327871999885, 534.0073207459991, 579.5913026149992, 627.8713215690004]",coarse_fine,e152009
1.2.3,segment,"[153.00586951900004, 385.1659076189999]",,coarse_fine,e152010
6.3.9,segment,"[83.31246840099993, 306.3364838010002, 669.1845416529995]",,coarse_fine,e152010
3.1.3,segment,[439.83842114100025],,coarse_fine,e152010
2.4.1,segment,"[138.16775552699983, 399.3598448069997]",,coarse_fine,e152010
1.2.3,segment,,"[25.06059632400047, 69.88457142900006, 301.13264463999985, 384.2046382839999]",coarse_fine,e152010
6.3.9,segment,,"[55.98521650800012, 227.94526809800027, 459.3292902610001, 609.5373037170002]",coarse_fine,e152010
3.1.3,segment,,"[43.92200511499959, 450.4660607219994, 569.3620535929995]",coarse_fine,e152010
2.4.1,segment,,"[32.89747864700075, 597.0095769309992]",coarse_fine,e152010
1.2.3,segment,,"[3.254331969001214, 81.76632364100078, 83.2463321030009, 162.96634922299927, 163.47033458000078, 230.4623447820013, 235.33437686099933, 269.27038902799904, 285.63837538000007, 300.82238480999877, 321.11837622000166, 332.6303976050003, 349.54240291300084, 377.3984109010016, 399.3504070810013, 426.3823839969991, 450.5184019929984, 504.91839121299927, 529.9103981789995, 576.3344071350002]",fine_coarse,e152011
6.3.9,segment,,"[2.314877033000812, 14.44292010999925, 16.802907761000824, 523.026975326, 528.5949721100005, 670.1629877270025]",fine_coarse,e152011
3.1.3,segment,,"[32.87022420300127, 70.90223896600219, 80.82222873900173, 167.9742394269997, 171.60625134099973, 334.59824257700166, 345.7582580550006, 410.31026802199995, 418.5662822150007, 456.7102527070019, 466.01428476, 571.598294524003, 574.6063011110018, 583.758280762002]",fine_coarse,e152011
2.4.1,segment,,"[3.530568342001061, 11.146570322001935, 13.074599922001653, 216.09061079200183, 227.0825945280012, 324.1145974610008, 349.5386118790011, 400.3146180020012, 403.5306508100002, 531.6186360629981, 537.3626372079998, 576.0666474659993, 581.0346673280037, 624.9626307350009, 635.3066567050009, 642.1626463329994]",fine_coarse,e152011
1.2.3,segment,"[5.169234597000468, 80.90521399000136, 82.29721939100273, 152.09723093199864, 155.7292471460023, 580.2412847790038]",,fine_coarse,e152011
6.3.9,segment,"[11.94514878300106, 296.5371884220003, 297.00118986500456, 527.6492011480004, 530.7932555480002, 670.313226940998]",,fine_coarse,e152011
3.1.3,segment,"[7.030721996998182, 21.48671171800379, 22.694713055003376, 575.7267591240015]",,fine_coarse,e152011
2.4.1,segment,"[12.465734328005055, 335.9617918030053, 359.4817428250026, 626.7857916050052]",,fine_coarse,e152011
1.2.3,segment,,"[9.448665463001817, 59.89669501000026, 81.42469821199484, 90.08876020999742, 129.96071673599363, 161.8967024799931, 237.26470698000048, 270.00071929999103, 300.928725071004, 333.5527058729931, 378.08871308900416, 427.27271890199336, 505.2647598909971, 577.0647533900046]",fine_coarse,e152013
6.3.9,segment,,"[-8.070874451004784, 56.30516953099868, 203.7611517119949, 271.6891648210003, 320.1932270709949, 442.6654074329999, 527.4251889739971, 617.1851894329884, 661.377189501989, 676.3292100729886]",fine_coarse,e152013
3.1.3,segment,,"[19.56498182800715, 67.15697881800588, 128.82900001799862, 148.04499171600037, 209.5890299770108, 252.757001941005, 323.30899979700916, 374.5090323280019, 406.26125886700174, 449.04504618801, 508.22902759299905, 564.0770319130097]",fine_coarse,e152013
2.4.1,segment,,"[8.826936048004427, 77.68285915401066, 530.0509243429988, 636.554931532999, 640.6829327060113]",fine_coarse,e152013
1.2.3,segment,"[80.73927306800033, 143.53128528200614, 273.37928184701013, 334.9713096910127, 429.01929948700126, 578.3873136110051]",,fine_coarse,e152013
6.3.9,segment,"[273.7605162039981, 417.3285022420023, 531.5125451990025, 668.4805355870049]",,fine_coarse,e152013
3.1.3,segment,"[20.273618617997272, 79.36962630099151, 151.76963273099682, 352.77764706699236, 416.1536674499948, 462.92167865300144]",,fine_coarse,e152013
2.4.1,segment,"[175.33744559099432, 331.30546346399933, 401.2574735139933, 625.6015092409943]",,fine_coarse,e152013
