pe,time_second
0.0,6.82
-0.0076784344569235,8.303
-0.0266078609136128,9.786000000000001
0.0215109318297488,11.269
0.154862758853986,12.752
0.280914605055492,14.235000000000001
0.300621812971172,15.718
0.252532325421907,17.201
0.183012027849234,18.684
0.110585023730366,20.167
0.0602035681714147,21.650000000000002
0.0675680312338208,23.133000000000003
0.117250796375253,24.616
0.153980039982872,26.099
0.174775512618991,27.582
0.177747803358838,29.065
0.159634556566824,30.548000000000002
0.13687931986597,32.031000000000006
0.14295376325577,33.514
0.140034873025335,34.997
0.115154771320658,36.480000000000004
0.0757774596075583,37.963
0.0223366783053128,39.446000000000005
-0.0306126938023746,40.929
-0.0716106752849884,42.412
-0.0944451602035749,43.895
-0.102768992258483,45.378
-0.0972445292349766,46.861000000000004
-0.0749118324935862,48.344
-0.0469605940471007,49.827000000000005
-0.0279533781188922,51.31
-0.0114253673369435,52.793000000000006
0.0004094225939962,54.276
0.0044431634809277,55.759
-0.0042341579306979,57.242000000000004
-0.0296606546918469,58.725
-0.0598398900673264,60.208000000000006
-0.0836048353644698,61.691
-0.0979385724465999,63.17400000000001
-0.105509121828797,64.65700000000001
-0.110233720637784,66.14000000000001
-0.110686226528431,67.623
-0.105882738375752,69.106
-0.0908574443105033,70.589
-0.0628022116466333,72.072
-0.0295478536302159,73.555
-0.015428085948699,75.03800000000001
-0.0294798422510959,76.52100000000002
-0.0466654634767129,78.00399999999999
-0.0150447797857397,79.487
0.0529088234356392,80.97
0.0913913825367558,82.453
0.0806808147913631,83.936
0.0446830769631984,85.41900000000001
0.0067847327403602,86.90200000000002
-0.0145631376192075,88.38500000000002
0.0111870476862951,89.868
0.0555292483149483,91.351
0.150006443813546,92.834
0.269832457815296,94.31700000000001
0.311281345885659,95.80000000000001
0.34783065051955,97.28300000000002
0.309598962650051,98.76600000000002
0.101163890897998,100.249
-0.172907431073054,101.732
-0.393837995715984,103.215
-0.529615752789535,104.69800000000001
-0.597471570232042,106.18100000000001
-0.618133366833956,107.66400000000002
-0.554751336632544,109.14700000000002
-0.371151808168813,110.63
-0.132598654474718,112.113
0.103945634547098,113.596
0.254757904835371,115.07900000000001
0.305585758800029,116.56200000000001
0.341158961930411,118.04500000000002
0.326639858341976,119.52800000000002
0.218570735641522,121.011
0.0837867641130512,122.494
0.0025514452375629,123.977
0.009990537492832,125.46000000000001
0.067848398784621,126.94300000000001
0.106865032031219,128.42600000000002
0.104202751206492,129.90900000000002
0.0262040541329747,131.392
-0.118769937765286,132.875
-0.282415511440237,134.358
-0.368427810944661,135.841
-0.293195865850737,137.324
-0.127160994152703,138.807
-0.0152695636925185,140.29
-0.0621103867618854,141.773
-0.223696349526481,143.256
-0.398539130057164,144.739
