pe,time_second
0.0,5.52
-0.0080242805123775,7.003
-0.0469596559580267,8.486
-0.0483172877961196,9.969
0.0160485882791585,11.452
0.13234135532648,12.935
0.283577106909918,14.418
0.39950192589646,15.901
0.493343556721279,17.384
0.579559775215518,18.867
0.597981808174207,20.35
0.525557121675902,21.833000000000002
0.391903709677707,23.316
0.298615151041746,24.799
0.346317767157027,26.282
0.505746280697424,27.765
0.600331517101243,29.248
0.551493344086011,30.731
0.454146782152292,32.214
0.393491099492791,33.697
0.305070204031376,35.18000000000001
0.139763932863673,36.663
-0.100042979705313,38.146
-0.36985227067984,39.629000000000005
-0.596356080628598,41.111999999999995
-0.740505634449659,42.595
-0.809561966656883,44.078
-0.829137110862597,45.56100000000001
-0.824331868061178,47.044
-0.802537189902065,48.527
-0.764069739412011,50.010000000000005
-0.722774972404974,51.49300000000001
-0.645299949257809,52.976
-0.57629764219758,54.459
-0.57125844583456,55.94200000000001
-0.612164494259693,57.425
-0.658371838419997,58.908
-0.684248325945171,60.391000000000005
-0.695363501033991,61.87400000000001
-0.694047715799479,63.357
-0.685663955701843,64.84
-0.660661781704259,66.32300000000001
-0.598768287815702,67.806
-0.475582368270571,69.289
-0.281268973839872,70.772
-0.0253489540109885,72.255
0.27836041142961,73.738
0.540125949792728,75.221
0.656726226961781,76.704
0.647113926290981,78.187
0.573997329323461,79.67
0.529629235771988,81.153
0.530907402493631,82.636
0.499908056578832,84.119
0.39772240248523,85.602
0.28472250304079,87.08500000000001
0.21126232377664,88.568
0.198473416945885,90.051
0.221000701382059,91.534
0.287464537941493,93.017
0.303972538730044,94.5
0.250923698477625,95.983
0.214158905593287,97.46600000000001
0.201541028593597,98.949
0.134039898255666,100.432
0.0027030071080689,101.915
-0.101975193968626,103.398
-0.207767017180062,104.881
-0.3445297274773,106.364
-0.458679736499358,107.84700000000001
-0.451641244453908,109.33
-0.329794938123667,110.813
-0.158903927550685,112.296
0.0385802436948751,113.779
0.122698478446929,115.262
0.0389072693290629,116.745
-0.148734097678924,118.22800000000001
-0.334030767858673,119.711
-0.467262776360764,121.194
-0.567909655955445,122.677
-0.627347192136412,124.16000000000001
-0.635796348567889,125.643
-0.602634294937444,127.126
-0.567927708226303,128.609
-0.554698873601429,130.092
-0.511414521930663,131.57500000000002
-0.342044365559059,133.05800000000002
-0.114693163332329,134.54100000000003
0.0259532582233364,136.02400000000003
0.0942100723264676,137.507
