uncertainty,time_second
0.0,6.82
-0.0033911159207494,8.303
-0.0169521217171678,9.786000000000001
0.0147543433200569,11.269
0.121516714238739,12.752
0.206574510954854,14.235000000000001
0.160515371999181,15.718
0.0177326205204196,17.201
-0.149454405754341,18.684
-0.287530219985929,20.167
-0.371798445728662,21.650000000000002
-0.392527113858509,23.133000000000003
-0.36010685506822,24.616
-0.312886967369458,26.099
-0.260066950224384,27.582
-0.211699013822871,29.065
-0.190889403828283,30.548000000000002
-0.2049413359292,32.031000000000006
-0.225994446974482,33.514
-0.234383615606744,34.997
-0.244363249917726,36.480000000000004
-0.258581304280006,37.963
-0.270321297973532,39.446000000000005
-0.283732288140408,40.929
-0.296050104884325,42.412
-0.304118019166904,43.895
-0.307404907393127,45.378
-0.304843719260696,46.861000000000004
-0.293538925942291,48.344
-0.281706375410201,49.827000000000005
-0.276163266212701,51.31
-0.268387656972896,52.793000000000006
-0.253059489998914,54.276
-0.239637742369281,55.759
-0.234600059320206,57.242000000000004
-0.234866359115418,58.725
-0.235084283046263,60.208000000000006
-0.22896937887908,61.691
-0.214902386081669,63.17400000000001
-0.203657326471163,64.65700000000001
-0.19729645285297,66.14000000000001
-0.193883905459956,67.623
-0.190993694006133,69.106
-0.187460646140397,70.589
-0.189500763988635,72.072
-0.192107596205877,73.555
-0.1888740021775,75.03800000000001
-0.182203068947085,76.52100000000002
-0.178096742931904,78.00399999999999
-0.175853566657555,79.487
-0.156375370142801,80.97
-0.121382265144232,82.453
-0.0807532242747455,83.936
-0.0466427283468283,85.41900000000001
-0.0284753082834844,86.90200000000002
-0.043162477318001,88.38500000000002
-0.097397897496217,89.868
-0.1616313825177,91.351
-0.213132415925885,92.834
-0.236342296386632,94.31700000000001
-0.230380843072676,95.80000000000001
-0.207216076969521,97.28300000000002
-0.137050678323855,98.76600000000002
-0.0311056760414559,100.249
0.0672632238993402,101.732
0.141167176498657,103.215
0.185467050643558,104.69800000000001
0.205429842617007,106.18100000000001
0.206726301376421,107.66400000000002
0.175534482828635,109.14700000000002
0.102978263330514,110.63
0.022706750614873,112.113
-0.0416348382230036,113.596
-0.0732982282226663,115.07900000000001
-0.0794120721861937,116.56200000000001
-0.0805058173345914,118.04500000000002
-0.102473465127111,119.52800000000002
-0.149439233696,121.011
-0.191582035557056,122.494
-0.20978634436695,123.977
-0.184713126949248,125.46000000000001
-0.126777789978916,126.94300000000001
-0.0888082302197524,128.42600000000002
-0.0832130227863602,129.90900000000002
-0.0739652204767308,131.392
-0.0452355875617362,132.875
-0.0057087425674903,134.358
0.0173100140764862,135.841
0.0130954504229327,137.324
0.0002300749248814,138.807
-0.0139522763455249,140.29
-0.016695081213233,141.773
-0.0105011636178427,143.256
-0.0115860772093292,144.739
-0.0140122854364708,146.222
-0.0027588592154988,147.705
0.0212162834434286,149.188
0.0438694311670463,150.671
0.0500479463852315,152.154
0.0342507843278679,153.637
0.01596350947251,155.12
0.0013460749759862,156.603
-0.0123057069054525,158.086
-0.0301932570911372,159.56900000000002
-0.0544626280893554,161.052
-0.0727973264669049,162.535
-0.0788642966865366,164.018
-0.0770540860039807,165.501
-0.0673328020952353,166.984
-0.0545658778103864,168.467
-0.0419086850092761,169.95000000000002
-0.0322203359983173,171.433
-0.0279913368125111,172.916
-0.0248814064287792,174.399
-0.0235505274316833,175.882
-0.0324120411430495,177.365
-0.0618652374144416,178.848
-0.118862320779685,180.33100000000002
-0.178659741901867,181.814
-0.225850161578741,183.297
-0.253693802237959,184.78
-0.254424519523738,186.263
-0.220507618642431,187.746
-0.151026641338943,189.229
-0.066009982799122,190.71200000000002
0.0018739809759365,192.195
0.0155250121124697,193.678
-0.0347428514038858,195.161
-0.1241178462799,196.644
-0.203108662998817,198.127
-0.214717011342671,199.61
-0.136344900178619,201.09300000000002
-0.0133866169899908,202.576
0.0894954253681518,204.059
0.145295194268424,205.542
0.170538330078064,207.025
0.187055029709314,208.508
0.196544522666361,209.991
0.19095076113083,211.47400000000002
0.13809956270178,212.957
0.0405223410826328,214.44
-0.0575016153013842,215.923
-0.136502758320784,217.406
-0.189767886842677,218.889
-0.205024077763587,220.372
-0.203128859535602,221.85500000000002
-0.191915177573571,223.338
-0.172448286861719,224.821
-0.161630408254404,226.304
-0.184605250015496,227.787
-0.190214899565525,229.27
-0.133859088324512,230.75300000000001
-0.0488186691039967,232.23600000000002
0.0086531928836905,233.719
0.042971869317206,235.202
0.0724165643666266,236.685
0.104873870077287,238.168
0.148900963918412,239.651
0.163337376985418,241.13400000000001
0.100335320025827,242.61700000000002
-0.0106282664950673,244.10000000000002
-0.122694221353975,245.583
-0.20745559567737,247.066
-0.261298714296442,248.549
-0.298094706470625,250.032
-0.320298221690294,251.51500000000001
-0.319756402048047,252.99800000000002
-0.278621253999646,254.48100000000002
-0.207901154679675,255.964
-0.13536416316881,257.447
-0.0758863143506439,258.93
-0.0346489190323119,260.413
-0.0106373692798309,261.896
-0.0094427466896973,263.379
-0.0346375150097104,264.862
-0.0758460556452091,266.345
-0.110358472935719,267.82800000000003
-0.137581143445769,269.31100000000004
-0.162745194204098,270.794
-0.18000836047991,272.277
-0.1823398399674,273.76
-0.166866979789997,275.243
-0.14756533064554,276.726
-0.136148309418355,278.209
-0.126674764037432,279.692
-0.112237675566859,281.175
-0.09720499150865,282.658
-0.0931014734298119,284.141
-0.111255359154783,285.624
-0.122926577910163,287.107
-0.116868134044649,288.59000000000003
-0.0648238781553863,290.07300000000004
0.0449807062069683,291.556
0.156635879973058,293.039
0.222783301824015,294.522
0.245957936341336,296.005
0.227716197635018,297.488
0.189854525778375,298.971
0.151087263994909,300.454
0.11354167953232,301.937
0.07311832934891,303.42
0.0327870007513341,304.903
0.0116096139376935,306.386
0.0046366495604546,307.869
0.0036903814249904,309.35200000000003
0.0050506069704526,310.83500000000004
0.0089927906394747,312.31800000000004
0.018468310702736,313.801
0.0255973645022216,315.284
0.0231137610476776,316.767
0.0228448246102227,318.25
-0.0047584716687518,319.733
-0.0744114405304259,321.216
-0.15109425493831,322.699
-0.200470814925962,324.182
-0.221015807018446,325.665
-0.217036304351234,327.148
-0.201991132214003,328.63100000000003
-0.195327640418115,330.11400000000003
-0.208761667726106,331.59700000000004
-0.22781412018975,333.08000000000004
-0.243813308053669,334.563
-0.255478258547997,336.046
-0.26025009192014,337.529
-0.276790052116925,339.012
-0.273882586987743,340.495
-0.255551114184681,341.978
-0.218500322588857,343.461
-0.104709637155925,344.944
0.0545002543162923,346.427
0.186844266374181,347.91
0.284483071256583,349.39300000000003
0.385923776457967,350.87600000000003
0.63471445149415,352.35900000000004
0.96260669669811,353.84200000000004
1.09886291813325,355.325
1.016289958415,356.808
0.820813621551129,358.291
0.597610674141296,359.774
0.420110223641763,361.257
0.344126729360061,362.74
0.381424369927424,364.223
0.428595057458916,365.706
0.426055989230325,367.189
0.416183084688587,368.672
0.411665988288947,370.15500000000003
0.423566344299033,371.63800000000003
0.441501469089754,373.12100000000004
0.445308776018025,374.60400000000004
0.461984096094299,376.087
0.493418512139148,377.57
0.462461896431645,379.053
0.402692732557012,380.536
0.401354533693378,382.019
0.354788499184778,383.502
0.190508020717454,384.985
-0.0108627991161727,386.468
-0.154465335443957,387.951
-0.226573372955997,389.434
-0.252944226726539,390.91700000000003
-0.225445463254935,392.40000000000003
-0.140263596667146,393.88300000000004
-0.0313843218562193,395.36600000000004
0.0593227238980666,396.84900000000005
0.112816519705319,398.332
0.0959892600341678,399.815
0.0106026608289816,401.298
-0.0609958258875712,402.781
-0.087437289785302,404.264
-0.0690578756285416,405.747
-0.0596229584538699,407.23
-0.105619532862416,408.713
-0.169668454010488,410.196
-0.199552768637992,411.67900000000003
-0.200576428568597,413.16200000000003
-0.2017028473371,414.64500000000004
-0.182927528170355,416.12800000000004
-0.106629458753016,417.61100000000005
-0.0137867044653244,419.094
0.0482704894142487,420.577
0.0719078634387582,422.06
0.0834198486250579,423.543
0.108890632541417,425.026
0.150137669305877,426.509
0.190231100465105,427.992
0.217511313735258,429.475
0.23105299554523,430.958
0.248309458139841,432.44100000000003
0.26222666270816,433.92400000000004
0.237534423734527,435.40700000000004
0.177947937948579,436.89000000000004
0.115373775402851,438.37300000000005
0.0865609340380057,439.856
0.0961866695155245,441.339
0.122467917869475,442.822
0.145957723210385,444.305
0.184831671681708,445.788
0.222800757256488,447.271
0.256003263719676,448.754
0.275105432407223,450.237
0.269708482278469,451.72
0.252049763156947,453.20300000000003
0.23203770321483,454.68600000000004
0.200960225631776,456.16900000000004
0.171447840057098,457.65200000000004
0.169721550315197,459.13500000000005
0.177433038491023,460.618
0.173431760935419,462.101
0.1734445687021,463.584
0.15320742318304,465.067
0.117780293064353,466.55
0.0823424622680599,468.033
0.0345944192638696,469.516
-0.0055442914014151,470.999
