fine,time_second
0.0,0.0
-0.0010568309387761,1.483
-0.0135131284473808,2.966
-0.0410424925326636,4.449
-0.0673989692367156,5.932
-0.0780900089778451,7.415000000000001
-0.0688772276514149,8.898
-0.046420531843552,10.381
-0.0223841495670991,11.864
0.0020963755228289,13.347000000000001
0.0414791712224786,14.830000000000002
0.109262493489033,16.313000000000002
0.203589531127223,17.796
0.302224424308619,19.279
0.374244163883863,20.762
0.402459194973101,22.245
0.391783184560161,23.728
0.354361488545326,25.211000000000002
0.301358516685979,26.694000000000003
0.245366740952553,28.177000000000003
0.192983697433792,29.660000000000004
0.136751128860254,31.143
0.0682878564077555,32.626000000000005
-0.0058406572702547,34.109
-0.0693973043646227,35.592
-0.113612532639804,37.075
-0.141620849162481,38.558
-0.159776945827716,40.041000000000004
-0.1710608777812,41.524
-0.176311873862084,43.007000000000005
-0.17643311049169,44.49
-0.173320810554399,45.973000000000006
-0.168754025482376,47.456
-0.163929783971667,48.939
-0.15863738113069,50.422000000000004
-0.148734056317487,51.905
-0.120625172914192,53.388000000000005
-0.0488025396747963,54.871
0.0876330231049937,56.354000000000006
0.277780910658096,57.837
0.465123045924672,59.32000000000001
0.576590082354502,60.803000000000004
0.573374967928604,62.286
0.471724292179134,63.769000000000005
0.327290908061855,65.25200000000001
0.188665987595574,66.735
0.0774682762445801,68.218
-0.0033091786762129,69.70100000000001
-0.055943205509019,71.184
-0.0863365390278593,72.667
-0.102604562792018,74.15
-0.113953555414476,75.63300000000001
-0.12500911894392,77.116
-0.133864680997223,78.599
-0.136178553391107,80.08200000000001
-0.132434921023589,81.56500000000001
-0.128613827814817,83.048
-0.129187983139615,84.531
-0.131415306605955,86.01400000000001
-0.127325416411598,87.497
-0.11218844459823,88.98
-0.0916035093261906,90.46300000000001
-0.0788741434606638,91.94600000000001
-0.082417426883096,93.429
-0.0989348216994458,94.912
-0.11933539344862,96.39500000000001
-0.136575110452469,97.878
-0.148236087020243,99.361
-0.154708162830504,100.84400000000001
-0.157410499868364,102.32700000000001
-0.157291139497038,103.81
-0.15402991722555,105.293
-0.144499973990219,106.77600000000001
-0.124212399093504,108.259
-0.0931325147802861,109.742
-0.0610379473648554,111.22500000000001
-0.0424505810553579,112.70800000000001
-0.0456815985975739,114.191
-0.0668481940654805,115.674
-0.0954511969739484,117.15700000000001
-0.121292236039874,118.64000000000001
-0.138238685217724,120.123
-0.143755199289675,121.60600000000001
-0.138473513160758,123.08900000000001
-0.128063443820347,124.572
-0.120777709627248,126.055
-0.121377579802776,127.53800000000001
-0.128297963119817,129.02100000000002
-0.137180895727764,130.50400000000002
-0.144700729057912,131.987
-0.149613714821596,133.47
-0.151716984426885,134.953
-0.150157237855861,136.436
-0.143356590131552,137.919
-0.131364820283684,139.40200000000002
-0.11877426801439,140.88500000000002
-0.112347490155947,142.368
-0.115115177277825,143.851
-0.124132303347871,145.334
-0.134551652634078,146.817
-0.143071873628342,148.3
-0.148597920050083,149.78300000000002
-0.1509904625552,151.26600000000002
-0.14941541325788,152.74900000000002
-0.142349492440772,154.232
-0.130202599178191,155.715
-0.117922708678787,157.198
-0.112185828674484,158.681
-0.115619183177344,160.16400000000002
-0.12492276017861,161.64700000000002
-0.135284577906287,163.13000000000002
-0.143611165395732,164.613
-0.149061994204575,166.096
-0.152043714933715,167.579
-0.153252659377761,169.062
-0.153333204504379,170.54500000000002
-0.152808152829286,172.02800000000002
-0.152046343256351,173.51100000000002
-0.151271419431196,174.994
-0.150462087088481,176.477
-0.149010247433314,177.96
-0.145167068770036,179.443
-0.136843025316962,180.92600000000002
-0.124619484385385,182.40900000000002
-0.113781958071763,183.89200000000002
-0.110289196578165,185.375
-0.114776210244074,186.858
-0.121171019094881,188.341
-0.120769946211966,189.824
-0.10894248822422,191.30700000000002
-0.0903375773921019,192.79000000000002
-0.0773381653586493,194.27300000000002
-0.0790153836321409,195.756
-0.0927927811717966,197.239
-0.105140956313793,198.722
-0.0925648815094521,200.205
-0.0243933705227895,201.68800000000002
0.119016221581747,203.17100000000002
0.306567406997085,204.65400000000002
0.457281965213428,206.137
0.498503929815623,207.62
0.420180010432534,209.103
0.273928833653352,210.586
0.121051095577203,212.06900000000002
-0.0010465517746318,213.55200000000002
-0.0836229197645188,215.03500000000003
-0.1340209341819,216.518
-0.163874713247808,218.001
-0.180107477675907,219.484
-0.186584264440903,220.967
-0.18587555356819,222.45000000000002
-0.180963105130471,223.93300000000002
-0.174102808360413,225.41600000000003
-0.165868747112677,226.899
-0.154890441396306,228.382
-0.139845190733642,229.865
-0.122642298776967,231.348
-0.107560692778194,232.83100000000002
-0.0970172403202192,234.31400000000002
-0.0912009610910127,235.79700000000003
-0.0894869018769442,237.28000000000003
-0.0890509672976039,238.763
-0.0848898026488154,240.246
-0.0764271038972418,241.729
-0.0709565780200493,243.21200000000002
-0.0764185318047051,244.69500000000002
-0.0932619713297001,246.17800000000003
-0.114710718710838,247.66100000000003
-0.133767467759399,249.144
-0.147176285707028,250.627
-0.154840934194187,252.11
-0.158204520247339,253.59300000000002
-0.158765368669389,255.07600000000002
-0.157755996534812,256.559
-0.156068799198686,258.04200000000003
-0.15428627177197,259.52500000000003
-0.152734476908152,261.00800000000004
-0.151547127753432,262.49100000000004
-0.150708740180215,263.974
-0.15007030472399,265.457
-0.148769881982472,266.94
-0.142335170309191,268.423
-0.115869617557437,269.906
-0.0408476893271316,271.389
0.104954109310641,272.872
0.298296386845141,274.355
0.470042761291492,275.838
0.558689924124005,277.321
0.557340920172056,278.80400000000003
0.522213453103637,280.28700000000003
0.526852048350979,281.77000000000004
0.604239848792666,283.25300000000004
0.719032058876284,284.736
0.797057503093621,286.219
0.783823092401544,287.702
0.672614591474301,289.185
0.496970169254513,290.668
0.298651180338312,292.151
0.112379844789359,293.634
-0.0396306867312789,295.117
-0.14729674012062,296.6
-0.209222531347711,298.083
-0.22916516422407,299.56600000000003
-0.20826487105283,301.04900000000004
-0.141855635350255,302.53200000000004
-0.0285978207675162,304.01500000000004
0.117964163150878,305.49800000000005
0.260619747949614,306.981
0.352725470228868,308.464
0.368430971320761,309.947
0.313672281333371,311.43
0.217320066837865,312.913
0.112786878236993,314.396
0.0293062669202253,315.879
-0.0171307642683374,317.362
-0.0277276174075068,318.845
-0.017222090539186,320.32800000000003
0.0003125778378562,321.81100000000004
0.0204207617923424,323.29400000000004
0.0493621696071857,324.77700000000004
0.0950013983866032,326.26000000000005
0.154423955841213,327.743
0.206263118420359,329.226
0.22177194508739,330.709
0.185957983124979,332.192
0.10927420327948,333.675
0.016353962975751,335.158
-0.0682704942165788,336.641
-0.130694658519833,338.124
-0.168877389002815,339.607
-0.18693574181268,341.09000000000003
-0.191299483159832,342.57300000000004
-0.187717402551819,344.05600000000004
-0.180496031387075,345.53900000000004
-0.172514795121742,347.02200000000005
-0.165390671956308,348.505
-0.159770066750633,349.988
-0.15564547078688,351.471
-0.152079798031659,352.954
-0.146140895566871,354.437
-0.131964154546977,355.92
-0.104255841873558,357.403
-0.0670075445430364,358.886
-0.0347453516169849,360.369
-0.0192429141087143,361.85200000000003
-0.017978101320158,363.33500000000004
-0.0216387835787108,364.81800000000004
-0.0256934073068394,366.30100000000004
-0.0322614037416238,367.78400000000005
-0.0433080999533137,369.267
-0.0567211481002387,370.75
-0.0664982518655058,372.233
-0.0620007267614884,373.716
-0.0310642834423689,375.199
0.0223070540439569,376.682
0.0683621751717028,378.165
0.0745831363830152,379.648
0.0351698544941606,381.13100000000003
-0.0271366806307725,382.61400000000003
-0.0870375927147344,384.09700000000004
-0.131269115323712,385.58000000000004
-0.158179383454533,387.06300000000005
-0.171321982812813,388.54600000000005
-0.175228314611523,390.02900000000005
-0.173562421079846,391.512
-0.169238637393447,392.995
-0.164189499607415,394.478
-0.159593645549391,395.961
-0.155977444582403,397.444
-0.153405746756407,398.927
-0.151725333972296,400.41
-0.150700412806154,401.89300000000003
-0.150107687554131,403.37600000000003
-0.149779979764652,404.85900000000004
-0.149604117840129,406.34200000000004
-0.149515253428139,407.82500000000005
-0.149424587469654,409.30800000000005
-0.148954182611757,410.79100000000005
-0.146511502627216,412.274
-0.137054906681883,413.757
