coarse,time_second
0.0,0.0
-0.0007001616047777,1.483
-0.0083924796582411,2.966
-0.0204684033466256,4.449
-0.0153657980989246,5.932
0.0226707514209183,7.415000000000001
0.0859314759308995,8.898
0.146809442125453,10.381
0.17356903174722,11.864
0.154266444905233,13.347000000000001
0.105851420227965,14.830000000000002
0.0561753266721137,16.313000000000002
0.015931758272645,17.796
-0.0198499593121379,19.279
-0.0540984457017118,20.762
-0.0829950242015787,22.245
-0.102454681170833,23.728
-0.112233210642032,25.211000000000002
-0.11494062857036,26.694000000000003
-0.113475309344152,28.177000000000003
-0.110138668567768,29.660000000000004
-0.10630021631647,31.143
-0.102691059911992,32.626000000000005
-0.0993026171823902,34.109
-0.0948131562709411,35.592
-0.0866207345251376,37.075
-0.0741356365297167,38.558
-0.0623767213321277,40.041000000000004
-0.0582821164417173,41.524
-0.0631848811964284,43.007000000000005
-0.0729238604430382,44.49
-0.0825707607171939,45.973000000000006
-0.0897381117263979,47.456
-0.0941978754088772,48.939
-0.0964902735842735,50.422000000000004
-0.0971889154064386,51.905
-0.0961209250328973,53.388000000000005
-0.090548887854303,54.871
-0.0722869143478196,56.354000000000006
-0.0264296341288184,57.837
0.0550399491762331,59.32000000000001
0.150592027323613,60.803000000000004
0.209227564841876,62.286
0.196399664054164,63.769000000000005
0.126993634458488,65.25200000000001
0.0407833425136704,66.735
-0.0320100517211708,68.218
-0.0814674000300783,69.70100000000001
-0.109498627836592,71.184
-0.12212363154661,72.667
-0.124503331734124,74.15
-0.120964668341793,75.63300000000001
-0.112942290061342,77.116
-0.0949164652847601,78.599
-0.0434603921846572,80.08200000000001
0.0919487502608417,81.56500000000001
0.360827300504124,83.048
0.725885462061591,84.531
1.02456394219231,86.01400000000001
1.09050825376412,87.497
0.913338654539237,88.98
0.610971512631471,90.46300000000001
0.320669688749262,91.94600000000001
0.113440386107651,93.429
-0.0044011158702287,94.912
-0.0570657517944286,96.39500000000001
-0.0746921851591633,97.878
-0.0821013432989123,99.361
-0.0918828038475232,100.84400000000001
-0.104249062892888,102.32700000000001
-0.114483273992415,103.81
-0.119879759714522,105.293
-0.120659024831756,106.77600000000001
-0.118408519544801,108.259
-0.114566608001068,109.742
-0.110163554466906,111.22500000000001
-0.105883434977289,112.70800000000001
-0.102179341945993,114.191
-0.0992778421569929,115.674
-0.0972056557033294,117.15700000000001
-0.0957318499006093,118.64000000000001
-0.0941688980538902,120.123
-0.0906508086958236,121.60600000000001
-0.0825429462443422,123.08900000000001
-0.0703558704152556,124.572
-0.0601598778418221,126.055
-0.0581487862449072,127.53800000000001
-0.0634770278859714,129.02100000000002
-0.0692128128014391,130.50400000000002
-0.0689509723581158,131.987
-0.0632873936552831,133.47
-0.0594444139757641,134.953
-0.0627333159178819,136.436
-0.0716736154076202,137.919
-0.0816475082830746,139.40200000000002
-0.0893021466682255,140.88500000000002
-0.0928862171428569,142.368
-0.0891696520301361,143.851
-0.0720385107894062,145.334
-0.0370878704657309,146.817
0.0068113190307547,148.3
0.0420228006830263,149.78300000000002
0.0717809155771424,151.26600000000002
0.149906773385304,152.74900000000002
0.347755201427149,154.232
0.647972199014079,155.715
0.904504917176813,157.198
0.972881515765567,158.681
0.838471536657556,160.16400000000002
0.60230870300326,161.64700000000002
0.362620565182399,163.13000000000002
0.166913717666277,164.613
0.0248190006336866,166.096
-0.0673367786367476,167.579
-0.116439140533439,169.062
-0.135101382371021,170.54500000000002
-0.138315087475579,172.02800000000002
-0.134330446282031,173.51100000000002
-0.123927532481255,174.994
-0.10703725315744,176.477
-0.089519678915298,177.96
-0.0793804066527559,179.443
-0.0788709672468328,180.92600000000002
-0.0840916286798525,182.40900000000002
-0.0898483427862553,183.89200000000002
-0.0923636848138522,185.375
-0.0886974868434154,186.858
-0.0785459497589779,188.341
-0.067099683126544,189.824
-0.0619248489090639,191.30700000000002
-0.0655990218146326,192.79000000000002
-0.074345610074332,194.27300000000002
-0.0834063591845961,195.756
-0.0902561428689415,197.239
-0.0945227225919825,198.722
-0.0967131558477664,200.205
-0.0974860168370028,201.68800000000002
-0.0973645700969953,203.17100000000002
-0.0967859261014483,204.65400000000002
-0.0960540456658162,206.137
-0.0953670262727819,207.62
-0.0948186244242654,209.103
-0.0944260307617257,210.586
-0.0941683495345244,212.06900000000002
-0.0940110369545107,213.55200000000002
-0.0939200857290006,215.03500000000003
-0.0938697396226726,216.518
-0.0938422492178581,218.001
-0.0938289026385414,219.484
-0.0938238699001064,220.967
-0.0938218862619501,222.45000000000002
-0.0938069081258661,223.93300000000002
-0.093641846827522,225.41600000000003
-0.0925800292862611,226.899
-0.0885432172937824,228.382
-0.0792349488552919,229.865
-0.0659939655073615,231.348
-0.0522045913803181,232.83100000000002
-0.0344382423421239,234.31400000000002
-0.0036332551895453,235.79700000000003
0.0361390848059464,237.28000000000003
0.0642054150928266,238.763
0.0646168607264208,240.246
0.0391832121824736,241.729
0.0001789729461941,243.21200000000002
-0.0396247304769932,244.69500000000002
-0.0717698585154256,246.17800000000003
-0.0933941786710618,247.66100000000003
-0.105174463620579,249.144
-0.109836320734674,250.627
-0.109935295175455,252.11
-0.10766384083058,253.59300000000002
-0.104521671556386,255.07600000000002
-0.101441014850972,256.559
-0.0988812716756198,258.04200000000003
-0.096983775147993,259.52500000000003
-0.095687589562033,261.00800000000004
-0.0948711859559557,262.49100000000004
-0.0943787994073905,263.974
-0.0940634286675798,265.457
