sem,time_second
0.0,6.16
-0.0015411039617598,7.643000000000001
-0.0205784354146878,9.126000000000001
-0.0666298390064908,10.609
-0.119754908765304,12.092
-0.161037724724338,13.575000000000001
-0.185435204715899,15.058
-0.192912504502953,16.541
-0.172032324205857,18.024
-0.0991936510679132,19.507
0.0197156467940823,20.990000000000002
0.116573149403722,22.473000000000003
0.127552942244075,23.956
0.0625232433853043,25.439
-0.0282266103788171,26.922
-0.106015706108081,28.405
-0.158824876276732,29.888
-0.189168381166789,31.371000000000002
-0.203325994788505,32.854
-0.20665851648661,34.337
-0.203756446625211,35.82000000000001
-0.197942863364603,37.303
-0.191635989133948,38.786
-0.186163616707979,40.269000000000005
-0.182015911878046,41.751999999999995
-0.179180932782239,43.235
-0.177395247824134,44.718
-0.176341138689027,46.20100000000001
-0.175753179058634,47.684
-0.17542799418095,49.167
-0.175255499379539,50.650000000000006
-0.175180226946835,52.13300000000001
-0.175160268338278,53.616
-0.17515753369002,55.099000000000004
-0.175157370306803,56.58200000000001
-0.175157270307854,58.065
-0.175151000676625,59.548
-0.174966283264758,61.031000000000006
-0.172610514209049,62.51400000000001
-0.15796708221718,63.997
-0.115024691537702,65.48
-0.0517680070812583,66.96300000000001
-0.0115155077649754,68.446
-0.0210234984142724,69.929
-0.063881364251911,71.412
-0.111639142786079,72.895
-0.148571654440494,74.378
-0.172181823146093,75.861
-0.184979336029571,77.344
-0.189922993326813,78.827
-0.183860363984909,80.31
-0.141190937494508,81.793
-0.0134450135966251,83.276
0.178288019860383,84.759
0.309264085906263,86.242
0.310861690037776,87.72500000000001
0.289425068539713,89.208
0.411396763633328,90.691
0.655214291454286,92.174
0.798670118735099,93.657
0.717513022838459,95.14
0.511306090128183,96.623
0.342323617287216,98.10600000000001
0.27909868771159,99.589
0.293450412556954,101.072
0.304507165314032,102.555
0.256206335199253,104.038
0.173374703535271,105.521
0.0947977240980771,107.004
0.023246016386219,108.48700000000001
-0.0242450165684437,109.97
-0.0074885390960414,111.453
0.062670214686915,112.936
0.11475639708545,114.419
0.118594488576639,115.902
0.0982477331761516,117.385
0.0602896940359564,118.86800000000001
-0.0023577973634107,120.351
-0.0714195633699359,121.834
-0.109002813890607,123.31700000000001
-0.094375548778542,124.80000000000001
-0.0507737946035923,126.283
-0.0116173094723523,127.766
0.0193780520933895,129.24900000000002
0.0330676395366118,130.732
0.0094557552797361,132.215
-0.0459301177324504,133.698
-0.106856992829101,135.181
-0.154112236528131,136.66400000000002
-0.183432736500895,138.147
-0.197795686865069,139.63
-0.202282535151075,141.113
-0.200824768621772,142.596
-0.196449293855598,144.079
-0.191102007242711,145.562
-0.184821903560028,147.04500000000002
-0.170069699757107,148.528
-0.121660916393792,150.011
-0.0076767757852906,151.494
0.182008771023464,152.977
0.402223401952393,154.46
0.557423901761794,155.943
0.579506649831754,157.42600000000002
0.493484813141729,158.90900000000002
0.389161475216471,160.392
0.35190490319463,161.875
0.38732180139042,163.358
0.416866417539337,164.841
0.36491176413188,166.324
0.235784206722599,167.80700000000002
0.102016755505179,169.29000000000002
0.0263934259489811,170.773
0.0094187812994874,172.256
0.0195335911628512,173.739
0.0218283759046682,175.222
-0.0096247741988329,176.705
-0.0686058615228985,178.18800000000002
-0.129413356242171,179.67100000000002
-0.174249767743972,181.154
-0.199673191060933,182.637
-0.210421757810493,184.12
-0.211646494578409,185.603
-0.207595705962378,187.086
-0.201159924737246,188.56900000000002
-0.194325539924144,190.05200000000002
-0.188272725610128,191.535
-0.183553685615825,193.018
-0.18021214602369,194.501
-0.178053800192351,195.984
