uncertainty,time_second
0.0,5.52
-0.0040580101464071,7.003
-0.0449607919808638,8.486
-0.120527408712905,9.969
-0.187260965593815,11.452
-0.238374936635347,12.935
-0.262285271117742,14.418
-0.267268065041967,15.901
-0.261075411385302,17.384
-0.247842487661409,18.867
-0.242014252264914,20.35
-0.234507967025575,21.833000000000002
-0.209693703647922,23.316
-0.15255316343978,24.799
-0.0590368469356848,26.282
0.0568200452459725,27.765
0.11897056092564,29.248
0.095558305902161,30.731
0.0638246828794877,32.214
0.0663618188597542,33.697
0.0704886634342875,35.18000000000001
0.0747132016536633,36.663
0.0696033320133202,38.146
0.0475066206926785,39.629000000000005
0.0166698971502674,41.111999999999995
-0.0078348851061084,42.595
-0.0215690405083853,44.078
-0.022900082169916,45.56100000000001
-0.0214673496489497,47.044
-0.0318707780832039,48.527
-0.0523370420592894,50.010000000000005
-0.0603197439393932,51.49300000000001
-0.0479884164229286,52.976
-0.0152648803763266,54.459
0.0243157168942983,55.94200000000001
0.0488499920557741,57.425
0.0484099187498368,58.908
0.0380854665077501,60.391000000000005
0.0323074140102221,61.87400000000001
0.0171521410697581,63.357
0.0055254535528924,64.84
-0.0155356957178329,66.32300000000001
-0.0716898360065577,67.806
-0.118686844644312,69.289
-0.0674771538696239,70.772
0.0229976097668332,72.255
0.0753581818809426,73.738
0.23246116780116,75.221
0.571401121578038,76.704
0.951113262296176,78.187
1.09958972468451,79.67
0.966944418155945,81.153
0.639597102452459,82.636
0.335598350408172,84.119
0.233132137174188,85.602
0.32495443771057,87.08500000000001
0.46131076713027,88.568
0.468373919966458,90.051
0.342182758718466,91.534
0.211851721847998,93.017
0.111872319699191,94.5
0.0420835300544611,95.983
0.0129323924873436,97.46600000000001
-0.0193598814932666,98.949
-0.0883958814189967,100.432
-0.17978221719068,101.915
-0.253584776463882,103.398
-0.288908245754791,104.881
-0.271055998811124,106.364
-0.206220607841554,107.84700000000001
-0.149910759496258,109.33
-0.133827462726446,110.813
-0.14316827969252,112.296
-0.172535201573973,113.779
-0.199938799845812,115.262
-0.188749927835521,116.745
-0.157509073125865,118.22800000000001
-0.147184280672053,119.711
-0.157902080143902,121.194
-0.176238780878254,122.677
-0.195765687428293,124.16000000000001
-0.208683082926835,125.643
-0.188550325385546,127.126
-0.128314727391639,128.609
-0.064781995328362,130.092
-0.0373279066932657,131.57500000000002
-0.0571956073523752,133.05800000000002
-0.122415249588155,134.54100000000003
-0.18081332869203,136.02400000000003
-0.179578069938915,137.507
-0.138886830117781,138.99
-0.0991389460489421,140.473
-0.0703301030041441,141.95600000000002
-0.0466214589539719,143.43900000000002
-0.0236718426623485,144.92200000000003
0.0056107664665731,146.40500000000003
0.0493559317495043,147.888
0.0810533682635938,149.371
0.0744512818876896,150.854
0.0314610446547992,152.33700000000002
-0.0454897183145224,153.82000000000002
-0.113567262148938,155.30300000000003
-0.126719962608762,156.78600000000003
-0.0831896591559632,158.26900000000003
-0.0153322844845305,159.752
0.0478225348253062,161.235
0.0925579424758098,162.71800000000002
0.118341079039349,164.20100000000002
0.11741381202325,165.68400000000003
0.0981378503015169,167.16700000000003
0.1108118755705,168.65000000000003
0.232159938679476,170.133
0.436665151529446,171.616
0.580239866452539,173.09900000000002
0.58630359122031,174.58200000000002
0.460112363049944,176.06500000000003
0.272829427013548,177.54800000000003
0.109089940614402,179.03100000000003
0.0157657162714768,180.514
-0.015951321268556,181.997
-0.0014506761795031,183.48000000000002
0.0532128650570976,184.96300000000002
0.082208699455831,186.44600000000003
0.0895396300786166,187.92900000000003
0.0992054151645167,189.41200000000003
0.0665024313246742,190.895
-0.0300460444875482,192.37800000000001
-0.112204218563851,193.86100000000002
-0.0722615386849034,195.34400000000002
0.0730997899347025,196.82700000000003
0.230496491194477,198.31000000000003
0.355090014504371,199.79300000000003
0.397649881965932,201.276
0.363797889641033,202.75900000000001
0.321873658352488,204.24200000000002
0.31380488988029,205.72500000000002
0.323107850326622,207.20800000000003
0.34192338020533,208.69100000000003
0.295725983437905,210.17400000000004
0.157077624119625,211.657
0.0213696177618396,213.14000000000001
-0.0331911597796456,214.62300000000002
-0.0120081419146946,216.10600000000002
0.0316819771263913,217.58900000000003
0.0278339406692187,219.07200000000003
-0.014039524006368,220.55500000000004
-0.0541554949110479,222.038
-0.103639706698638,223.52100000000002
-0.132468827428506,225.00400000000002
-0.123942365003282,226.48700000000002
-0.130101231563109,227.97000000000003
-0.140712531270268,229.45300000000003
-0.143771460217213,230.93600000000004
-0.154042158531888,232.419
-0.157335694826028,233.90200000000002
-0.146259397260314,235.38500000000002
-0.130970754726002,236.86800000000002
-0.121620330504071,238.35100000000003
-0.116806146463739,239.83400000000003
-0.114317507035165,241.31700000000004
-0.114801156515637,242.80000000000004
-0.111893935994569,244.28300000000002
-0.092017894573939,245.76600000000002
-0.057966277467833,247.24900000000002
-0.0472757002815762,248.73200000000003
-0.0924595047813104,250.21500000000003
-0.144802681407284,251.69800000000004
-0.141774800168745,253.18100000000004
-0.0973668028508697,254.66400000000002
-0.070854519660908,256.147
-0.0609881557350531,257.63
-0.0557787989673861,259.113
-0.0545613858953721,260.596
-0.0507644101327065,262.079
-0.0576128315477587,263.562
-0.0775698502894245,265.045
-0.11278330281918,266.528
-0.149918840970529,268.011
-0.175211785425422,269.49399999999997
-0.207220917466297,270.977
-0.242131530709473,272.46
-0.252196562188656,273.943
-0.227998605859541,275.426
-0.212369771652001,276.909
-0.208713399765999,278.392
-0.211591010562307,279.875
-0.205429222334035,281.358
-0.185841730727151,282.841
-0.167036068281854,284.324
-0.160979262914019,285.807
-0.163393825123797,287.29
-0.170061295193737,288.773
-0.174295719933123,290.256
-0.173911667582676,291.739
-0.156430226417281,293.222
-0.103124879153382,294.705
-0.09837451697251,296.188
-0.144356794697113,297.671
-0.186213041891594,299.154
-0.215562669328755,300.637
-0.216478877940566,302.12
-0.167791115573166,303.603
-0.0821950847304345,305.086
-0.0225473029569756,306.569
-0.0318060263124797,308.052
-0.0973922002500195,309.535
-0.168742494602163,311.01800000000003
-0.205178541921742,312.501
-0.209733312783477,313.984
-0.200149476155875,315.467
