coarse,time_second
0.0,0.0
-0.0011441050630111,1.483
-0.0145032833414315,2.966
-0.0408939425868774,4.449
-0.051176299890732,5.932
-0.0162765945480692,7.415000000000001
0.0656862067385334,8.898
0.164475220742469,10.381
0.2327252820652,11.864
0.235135992757883,13.347000000000001
0.169811035723066,14.830000000000002
0.0700466038096733,16.313000000000002
-0.0223277648887044,17.796
-0.0661295623581743,19.279
-0.0072650169565826,20.762
0.208045688410891,22.245
0.562825307895606,23.728
0.916696925730941,25.211000000000002
1.0942338904967,26.694000000000003
1.02497580083526,28.177000000000003
0.782156779924873,29.660000000000004
0.483583772202726,31.143
0.219768337191532,32.626000000000005
0.02788279890069,34.109
-0.0948994676237913,35.592
-0.162537903166189,37.075
-0.186399746648784,38.558
-0.179304906431645,40.041000000000004
-0.160268444302422,41.524
-0.14650008467865,43.007000000000005
-0.14348425841434,44.49
-0.146824877548285,45.973000000000006
-0.151063325346774,47.456
-0.153507652654816,48.939
-0.153853031493838,50.422000000000004
-0.152692493452429,51.905
-0.150691076814782,53.388000000000005
-0.148396808248215,54.871
-0.146200899219945,56.354000000000006
-0.144328754878514,57.837
-0.142843402083476,59.32000000000001
-0.141558626268611,60.803000000000004
-0.139379737746946,62.286
-0.132778975034334,63.769000000000005
-0.115506828453924,65.25200000000001
-0.0824008759105531,66.735
-0.0330239322596709,68.218
0.0355877957173412,69.70100000000001
0.134646733473682,71.184
0.257730348090921,72.667
0.358030171568203,74.15
0.383986943051874,75.63300000000001
0.33114638946453,77.116
0.245995556102316,78.599
0.177704458634409,80.08200000000001
0.145212273527249,81.56500000000001
0.137896328977965,83.048
0.135642584148294,84.531
0.124194438716626,86.01400000000001
0.0969764771315017,87.497
0.0526627917188424,88.98
-0.0050013266092302,90.46300000000001
-0.0651277105494075,91.94600000000001
-0.115637509059394,93.429
-0.149871423707522,94.912
-0.167387670213689,96.39500000000001
-0.169950764319854,97.878
-0.158365953556778,99.361
-0.134491159434843,100.84400000000001
-0.107425210262036,102.32700000000001
-0.09052397597922,103.81
-0.0901126333668411,105.293
-0.102055058729,106.77600000000001
-0.117582322539678,108.259
-0.130722883994956,109.742
-0.139554695064973,111.22500000000001
-0.144483660422077,112.70800000000001
-0.14651976228392,114.191
-0.146706352828401,115.674
-0.145842810390171,117.15700000000001
-0.144568843257922,118.64000000000001
-0.143288412138185,120.123
-0.142215279078697,121.60600000000001
