coarse,time_second
0.0,0.0
-0.0010337162602821,1.483
-0.0137343999984148,2.966
-0.0435979810172222,4.449
-0.0732581629071487,5.932
-0.0813486724518314,7.415000000000001
-0.058881781645222,8.898
-0.0150956390955592,10.381
0.0361409193976851,11.864
0.0913746456825526,13.347000000000001
0.150767072357931,14.830000000000002
0.207585956894114,16.313000000000002
0.251859246559974,17.796
0.275558934366512,19.279
0.269491767814797,20.762
0.228105315011811,22.245
0.158674006105042,23.728
0.0792067709458102,25.211000000000002
0.0087849157897959,26.694000000000003
-0.0396624156677013,28.177000000000003
-0.0676945118093163,29.660000000000004
-0.0866769920307444,31.143
-0.104692926116755,32.626000000000005
-0.120863022610949,34.109
-0.131866128703355,35.592
-0.136842263630356,37.075
-0.137283082529585,38.558
-0.135185366145675,40.041000000000004
-0.13201786306476,41.524
-0.128676378449096,43.007000000000005
-0.125647754901981,44.49
-0.123156941042373,45.973000000000006
-0.121277470401496,47.456
-0.119954400350031,48.939
-0.119089403302199,50.422000000000004
-0.118559887402275,51.905
-0.118253876273685,53.388000000000005
-0.118086486379589,54.871
-0.117997854347401,56.354000000000006
-0.117952018143732,57.837
-0.117929741667634,59.32000000000001
-0.117921627653406,60.803000000000004
-0.117919694571879,62.286
-0.11791943508659,63.769000000000005
-0.117919415509903,65.25200000000001
-0.117919414715037,66.735
-0.117919414698676,68.218
-0.117919414691235,69.70100000000001
-0.117919413845056,71.184
-0.117919366694756,72.667
-0.117917625094006,74.15
-0.117885735827566,75.63300000000001
-0.117531542757168,77.116
-0.115336758137599,78.599
-0.107112955900238,80.08200000000001
-0.0880434701626739,81.56500000000001
-0.0592532172291798,83.048
-0.0304866974968925,84.531
-0.0146486445911218,86.01400000000001
-0.0197058312471872,87.497
-0.041847101515196,88.98
-0.0702933279218204,90.46300000000001
-0.0952773414053823,91.94600000000001
-0.112702031550823,93.429
-0.122828564740477,94.912
-0.127459898054091,96.39500000000001
-0.128484801618802,97.878
-0.127471556461592,99.361
-0.125541804186466,100.84400000000001
-0.1234623258037,102.32700000000001
-0.121654276325219,103.81
-0.120271864779393,105.293
-0.119317910795576,106.77600000000001
-0.118706896282605,108.259
-0.118338909498959,109.742
-0.118099053317367,111.22500000000001
-0.11765410124848,112.70800000000001
-0.115502253373305,114.191
-0.107932259666509,115.674
-0.0916118639874239,117.15700000000001
-0.0715541657253975,118.64000000000001
-0.0599326738770331,120.123
-0.0634239132717775,121.60600000000001
-0.0777601038155613,123.08900000000001
-0.0943247493096872,124.572
-0.107670941671375,126.055
-0.116413878662191,127.53800000000001
-0.121282794248498,129.02100000000002
-0.123347959638152,130.50400000000002
-0.123647044507707,131.987
-0.122933097108575,133.47
-0.121724485158897,134.953
-0.119754192827691,136.436
-0.114753350046724,137.919
-0.102508017148333,139.40200000000002
-0.082756298806473,140.88500000000002
-0.064772590765516,142.368
-0.0599183553350494,143.851
-0.0693341724426903,145.334
-0.085648785560518,146.817
-0.101097582604687,148.3
-0.112276450917797,149.78300000000002
-0.119090057645184,151.26600000000002
-0.122517816061116,152.74900000000002
-0.123654987022681,154.232
-0.123402211053509,155.715
-0.122447681127398,157.198
-0.12129064816335,158.681
-0.120228456277884,160.16400000000002
-0.119390759126986,161.64700000000002
-0.118801796117235,163.13000000000002
-0.118419367717438,164.613
-0.118189176755749,166.096
-0.118057652107798,167.579
-0.117984628128437,169.062
-0.117939317564663,170.54500000000002
-0.117824145902806,172.02800000000002
-0.116900157330433,173.51100000000002
-0.111970945742776,174.994
-0.0955222714471133,176.477
-0.0629752978297635,177.96
-0.0248019756423136,179.443
-0.003565264223592,180.92600000000002
-0.0112558062098973,182.40900000000002
-0.0393616681313574,183.89200000000002
-0.0717050194915133,185.375
-0.0977214810807418,186.858
-0.114197004841899,188.341
-0.119763620436457,189.824
-0.112352393778855,191.30700000000002
-0.0917248441483866,192.79000000000002
-0.0633580974916342,194.27300000000002
-0.0297769288166403,195.756
0.0128289766794461,197.239
0.0608021318891163,198.722
0.0954942560631095,200.205
0.100268041754333,201.68800000000002
0.0779039746303535,203.17100000000002
0.0469228179216307,204.65400000000002
0.0210812588739622,206.137
0.0005628757003649,207.62
-0.0221741137689519,209.103
-0.0508266143292967,210.586
-0.0792295288548792,212.06900000000002
-0.095365190072592,213.55200000000002
-0.0894152313975248,215.03500000000003
-0.0573063489763267,216.518
-0.0007857880201298,218.001
0.0694769999298281,219.484
0.130890990798044,220.967
0.179523790600919,222.45000000000002
0.257857101403112,223.93300000000002
0.408836644291662,225.41600000000003
0.589136846494478,226.899
0.682303510572554,228.382
0.618948484535199,229.865
0.440226179269427,231.348
0.231382040535253,232.83100000000002
0.0572998867716814,234.31400000000002
-0.0547173814063536,235.79700000000003
-0.11105451559599,237.28000000000003
-0.13366230726749,238.763
-0.140513955588716,240.246
-0.134231939815766,241.729
