sem,time_second
0.0,6.82
-0.0007337277414546,8.303
-0.0097781513461727,9.786000000000001
-0.0312283160532341,11.269
-0.0514500783735171,12.752
-0.0412084665513042,14.235000000000001
0.0479968314878951,15.718
0.247975475015604,17.201
0.506072776811283,18.684
0.694127538804489,20.167
0.70894526528335,21.650000000000002
0.561111998234429,23.133000000000003
0.338724644438392,24.616
0.131746850732441,26.099
-0.0179952935645999,27.582
-0.108395595540694,29.065
-0.152686960746633,30.548000000000002
-0.165834339607061,32.031000000000006
-0.160636121314724,33.514
-0.146428847700505,34.997
-0.129404742061001,36.480000000000004
-0.110891911725829,37.963
-0.0875070671496646,39.446000000000005
-0.058091453851823,40.929
-0.03249389169901,42.412
-0.02352073588179,43.895
-0.0322515903242983,45.378
-0.0493154375853431,46.861000000000004
-0.0657147037567777,48.344
-0.0776465725913579,49.827000000000005
-0.084866290620382,51.31
-0.0885358668933051,52.793000000000006
-0.0897338004666307,54.276
-0.0894423579573259,55.759
-0.0883963313987709,57.242000000000004
-0.0871348627950337,58.725
-0.0859800261205075,60.208000000000006
-0.0850754728645976,61.691
-0.0844382010075104,63.17400000000001
-0.0840289352156618,64.65700000000001
-0.0837817852960734,66.14000000000001
-0.0836422207627228,67.623
-0.0835647936459257,69.106
-0.0835229831721929,70.589
-0.0835032862102374,72.072
-0.0834968959399201,73.555
-0.083495703093471,75.03800000000001
-0.0834955783481287,76.52100000000002
-0.0834952148331071,78.00399999999999
-0.0834833057581917,79.487
-0.0832413533570467,80.97
-0.0808002415523009,82.453
-0.0666080625408019,83.936
-0.0211853139114733,85.41900000000001
0.0619112298567897,86.90200000000002
0.143914901495922,88.38500000000002
0.171088130441909,89.868
0.134163027141307,91.351
0.0711293575025461,92.834
0.0211792580824111,94.31700000000001
-0.0060325678878189,95.80000000000001
-0.0238769631023878,97.28300000000002
-0.0439163990990859,98.76600000000002
-0.0628001406029372,100.249
-0.0665363342689988,101.732
-0.0392965977681387,103.215
0.0177371200101654,104.69800000000001
0.072891913179946,106.18100000000001
0.0892157608420551,107.66400000000002
0.061803532062275,109.14700000000002
0.0125840720532156,110.63
-0.0343873216323715,112.113
-0.067619403499501,113.596
-0.0837652681585771,115.07900000000001
-0.0806926834666084,116.56200000000001
-0.0618279013291696,118.04500000000002
-0.041665557468713,119.52800000000002
-0.0351001733289597,121.011
-0.0434058066868499,122.494
-0.0583079699557371,123.977
-0.0719855724299692,125.46000000000001
-0.0809949280895568,126.94300000000001
-0.0826639353053294,128.42600000000002
-0.0693761436684082,129.90900000000002
-0.0334436056217417,131.392
0.0164302183737249,132.875
0.0582790838018149,134.358
0.0827034869087317,135.841
0.0922695844885581,137.324
0.0842026953032739,138.807
0.0536755511791543,140.29
0.0086821355850403,141.773
-0.0358342670529831,143.256
-0.0694718331586269,144.739
-0.0897128185697178,146.222
-0.097405859941676,147.705
-0.091601970910215,149.188
-0.0703720216667481,150.671
-0.0377238320322153,152.154
0.0007311849042061,153.637
0.0406944485729195,155.12
0.0687079519961392,156.603
0.0700906028750298,158.086
0.0508034911398214,159.56900000000002
0.0288976691380168,161.052
0.0091856853525516,162.535
-0.0142758319595192,164.018
-0.0417051247643187,165.501
-0.066672075268499,166.984
-0.0842631553971007,168.467
-0.0937974094199763,169.95000000000002
-0.0973979680646527,171.433
-0.0973107631751518,172.916
-0.0949807519490917,174.399
-0.0895973398000247,175.882
-0.0768061838591971,177.365
-0.0528314886066813,178.848
-0.0216963334171439,180.33100000000002
0.0064799691456684,181.814
0.0218529404399401,183.297
0.0182374044814627,184.78
-0.0019754112232119,186.263
-0.024822217643672,187.746
-0.0350622858152181,189.229
-0.0306368868667647,190.71200000000002
-0.0235753093578214,192.195
-0.0203967594034496,193.678
-0.0116688582612087,195.161
0.010265074764618,196.644
0.0327026320900018,198.127
0.0351229170240746,199.61
0.014237811392898,201.09300000000002
-0.0113555573315581,202.576
-0.0107158890387595,204.059
0.0411736431675169,205.542
0.131841694263147,207.025
0.202591213819467,208.508
0.20210950881158,209.991
0.138184995656729,211.47400000000002
