pe,time_second
0.0,6.16
-0.0089585286751296,7.643000000000001
-0.0284556440390266,9.126000000000001
0.0425126540701032,10.609
0.137106690309413,12.092
0.140617532604799,13.575000000000001
0.0839858898546784,15.058
0.0321618942469782,16.541
-0.0038879049690954,18.024
-0.0420477521860601,19.507
-0.137854195158332,20.990000000000002
-0.272476955156486,22.473000000000003
-0.382075579062008,23.956
-0.443290358113764,25.439
-0.427854904704001,26.922
-0.350054912363596,28.405
-0.270419319381414,29.888
-0.220766227344831,31.371000000000002
-0.198308998186477,32.854
-0.206502882977075,34.337
-0.241511357835871,35.82000000000001
-0.282591888318079,37.303
-0.318266204597476,38.786
-0.326361571946948,40.269000000000005
-0.301459942944927,41.751999999999995
-0.294330962512586,43.235
-0.321063448083117,44.718
-0.35758193733452,46.20100000000001
-0.385159249784395,47.684
-0.400398640744976,49.167
-0.409752181731374,50.650000000000006
-0.415338191362297,52.13300000000001
-0.412205543169484,53.616
-0.399288937894648,55.099000000000004
-0.375463071193239,56.58200000000001
-0.306258815595423,58.065
-0.202467906852334,59.548
-0.100586072749516,61.031000000000006
-0.0431709858031778,62.51400000000001
-0.0505985484435001,63.997
-0.106987737718556,65.48
-0.172104993639626,66.96300000000001
-0.21477492596845,68.446
-0.26364152600812,69.929
-0.338600764549406,71.412
-0.402559664154082,72.895
-0.43822363695077,74.378
-0.46039454139807,75.861
-0.431950289357446,77.344
-0.259142061692406,78.827
-0.0609009466206728,80.31
0.026997375622918,81.793
0.0491204067868857,83.276
0.127891451371891,84.759
0.310473308139653,86.242
0.588446243211561,87.72500000000001
0.743279179933946,89.208
0.700066416246727,90.691
0.598308005159944,92.174
0.583078941816519,93.657
0.700170381918932,95.14
0.787230401296265,96.623
0.768819738517032,98.10600000000001
0.557820960548475,99.589
0.229209143593853,101.072
-0.0246932465913659,102.555
-0.163983528481183,104.038
-0.321461260558035,105.521
-0.459417117652253,107.004
-0.393345594398143,108.48700000000001
-0.256046213332841,109.97
-0.262192893483663,111.453
-0.358581078431791,112.936
-0.338225907974028,114.419
-0.165747120003187,115.902
0.0487652890479584,117.385
0.21183524437473,118.86800000000001
0.225313833175156,120.351
0.140104039444923,121.834
0.0481801038524769,123.31700000000001
0.0256990693642527,124.80000000000001
0.0395647678570255,126.283
0.0820809630953514,127.766
0.140989469980713,129.24900000000002
0.158934956832033,130.732
0.141085890643748,132.215
0.081145720625951,133.698
0.0707362238628943,135.181
0.125924138095428,136.66400000000002
0.22434147929299,138.147
0.304545934917605,139.63
0.31728804945471,141.113
0.299272117668099,142.596
0.266738200930576,144.079
0.23132621206094,145.562
0.328249568613196,147.04500000000002
0.575960940579875,148.528
0.855618276785054,150.011
1.01033528303575,151.494
1.04388502548198,152.977
0.964464271292674,154.46
0.794780875792433,155.943
0.684190711039417,157.42600000000002
0.720405954612984,158.90900000000002
0.703100199271079,160.392
0.480974225314272,161.875
0.143829940388492,163.358
-0.156310251302871,164.841
-0.344491493077125,166.324
-0.363413268774458,167.80700000000002
-0.291685722587883,169.29000000000002
-0.208021657379299,170.773
-0.0996714174482545,172.256
-0.0642390279337842,173.739
-0.0903845191508282,175.222
-0.142640969911116,176.705
-0.207379181382945,178.18800000000002
-0.261877504611469,179.67100000000002
-0.281647174199835,181.154
-0.268996548814124,182.637
-0.262114408722262,184.12
-0.267799426805229,185.603
-0.266007748931297,187.086
-0.235353275761969,188.56900000000002
-0.211379437211348,190.05200000000002
-0.2133882783708,191.535
-0.218500450397347,193.018
-0.19788891830893,194.501
-0.176715510718675,195.984
-0.189495139918117,197.467
-0.216385632994189,198.95000000000002
-0.215869120956001,200.43300000000002
-0.20757479994818,201.916
-0.214901220357081,203.399
-0.220490401748215,204.882
-0.192948175520174,206.365
-0.162119654689614,207.848
-0.165927185363054,209.33100000000002
-0.189330546218558,210.81400000000002
-0.194708966903617,212.297
-0.199326742372927,213.78
-0.222042122436284,215.263
-0.253271002042555,216.746
-0.25923685750217,218.229
-0.230600752039271,219.71200000000002
-0.213367014566202,221.19500000000002
-0.222611515877496,222.678
-0.22593497628713,224.161
-0.20274176967652,225.644
-0.202844314623118,227.127
-0.262701171564895,228.61
-0.355111778985579,230.09300000000002
-0.42403898379607,231.57600000000002
-0.443664574925466,233.059
-0.432015976621666,234.542
-0.415393223949295,236.025
-0.40269117247966,237.508
-0.374339046515268,238.991
-0.295918368953315,240.47400000000002
-0.188654783478751,241.95700000000002
-0.0900578902512481,243.44000000000003
-0.0201303274730292,244.923
0.0056348697380948,246.406
