sem,time_second
0.0,5.52
-0.0015629048496856,7.003
-0.0208318249332403,8.486
-0.0667719332694862,9.969
-0.114612424731425,11.452
-0.131791601382539,12.935
-0.101797340274938,14.418
-0.043789214614002,15.901
0.0045640099273666,17.384
0.0324300496536456,18.867
0.0531642395917522,20.35
0.0706408237333877,21.833000000000002
0.0701378560633067,23.316
0.0364633987891149,24.799
-0.0233446269467259,26.282
-0.0725994141560237,27.765
-0.0577983374299433,29.248
0.0534268199907843,30.731
0.222396794318193,32.214
0.364856396722866,33.697
0.434808193951894,35.18000000000001
0.441017459998192,36.663
0.394304782180356,38.146
0.289260888379755,39.629000000000005
0.142978874966293,41.111999999999995
-0.0053894789530459,42.595
-0.122388625778956,44.078
-0.196908899609556,45.56100000000001
-0.234124610860673,47.044
-0.245831296983813,48.527
-0.24219322828014,50.010000000000005
-0.231319470255775,51.49300000000001
-0.218300901909635,52.976
-0.206206353971679,54.459
-0.196456498007463,55.94200000000001
-0.189346653968623,57.425
-0.184557051238801,58.908
-0.181546952424725,60.391000000000005
-0.179762628957782,61.87400000000001
-0.178781018279817,63.357
-0.178261870264527,64.84
-0.17800005360538,66.32300000000001
-0.177878964654908,67.806
-0.177834970244128,69.289
-0.177811295297138,70.772
-0.177526032320924,72.255
-0.174290196538019,73.738
-0.155268249164615,75.221
-0.0903419557119612,76.704
0.0500855925525944,78.187
0.273141628325091,79.67
0.53129664355881,81.153
0.709977521672936,82.636
0.702134375957751,84.119
0.517248223978738,85.602
0.272575531741309,87.08500000000001
0.0949499634124991,88.568
0.0589947889670396,90.051
0.152060292659219,91.534
0.288657365542723,93.017
0.366502660553212,94.5
0.342624342478272,95.983
0.253618335349211,97.46600000000001
0.147216695485737,98.949
0.0511779852534865,100.432
-0.0054593681993061,101.915
-0.0076110974890933,103.398
0.0177606995126713,104.881
0.0382055708194105,106.364
0.0452606856219023,107.84700000000001
0.0329765837968043,109.33
-0.0041277912744483,110.813
-0.0495030717604649,112.296
-0.0730371267670787,113.779
-0.0705031041730414,115.262
-0.0693962722660628,116.745
-0.0892335560876255,118.22800000000001
-0.12063299568716,119.711
-0.141423879117229,121.194
-0.141038092647897,122.677
-0.132062782642438,124.16000000000001
-0.132373632168675,125.643
-0.144915007172793,127.126
-0.160967539492659,128.609
-0.169934822361161,130.092
-0.159319000961281,131.57500000000002
-0.119504734181942,133.05800000000002
-0.0627858565341186,134.54100000000003
-0.0163473097388031,136.02400000000003
0.0115903840926016,137.507
0.0414384147179872,138.99
0.0887694360561724,140.473
0.133324856598137,141.95600000000002
0.13753065360784,143.43900000000002
0.0861281038488664,144.92200000000003
0.0003880488433514,146.40500000000003
-0.0847744846532838,147.888
-0.144799280401518,149.371
-0.166436286955359,150.854
-0.144992228754528,152.33700000000002
-0.103503904359491,153.82000000000002
-0.0801607431007038,155.30300000000003
-0.09006143461076,156.78600000000003
-0.119395025375725,158.26900000000003
-0.149339550643723,159.752
-0.170827028286524,161.235
-0.181171046628828,162.71800000000002
-0.176916425618383,164.20100000000002
-0.15444000149255,165.68400000000003
-0.118924431166896,167.16700000000003
-0.0739553607378257,168.65000000000003
0.0054739064201424,170.133
0.181438493405412,171.616
0.484467811130527,173.09900000000002
0.835147188678301,174.58200000000002
1.06807863856163,176.06500000000003
1.06918623244974,177.54800000000003
0.872419220629979,179.03100000000003
0.613952914754751,180.514
0.401175102507804,181.997
