fine,time_second
0.0,0.0
-0.0011308741290707,1.483
-0.0143613483535925,2.966
-0.042247859200175,4.449
-0.0651840935381824,5.932
-0.0713942896148973,7.415000000000001
-0.0576141988416932,8.898
-0.0091777221352674,10.381
0.0742044633746647,11.864
0.142820447199638,13.347000000000001
0.140367899549506,14.830000000000002
0.0692842822707138,16.313000000000002
-0.0255099213916322,17.796
-0.102752356409916,19.279
-0.150464381199798,20.762
-0.177838607397279,22.245
-0.194685844659753,23.728
-0.201851943571843,25.211000000000002
-0.194729013393493,26.694000000000003
-0.173355875992436,28.177000000000003
-0.150397720912901,29.660000000000004
-0.141029165345089,31.143
-0.147571247300355,32.626000000000005
-0.161572302306416,34.109
-0.172928132134073,35.592
-0.17544300044953,37.075
-0.16988991041693,38.558
-0.163989165764302,40.041000000000004
-0.164491753351503,41.524
-0.170903719259067,43.007000000000005
-0.178933785950615,44.49
-0.185393488819659,45.973000000000006
-0.189445941348808,47.456
-0.191535829303675,48.939
-0.192274774486364,50.422000000000004
-0.192154956898125,51.905
-0.191109392140698,53.388000000000005
-0.185123477729219,54.871
-0.153827661169697,56.354000000000006
-0.0472735954395986,57.837
0.167785370146129,59.32000000000001
0.430500997011464,60.803000000000004
0.606731491359828,62.286
0.619445178633332,63.769000000000005
0.497977773169143,65.25200000000001
0.3112280108491,66.735
0.117726592181555,68.218
-0.0435286738483978,69.70100000000001
-0.149670120576439,71.184
-0.197797431196188,72.667
-0.202152515760375,74.15
-0.1860044110225,75.63300000000001
-0.162463270028681,77.116
-0.133046347691854,78.599
-0.0802703364265012,80.08200000000001
0.0588334173914071,81.56500000000001
0.359818646869683,83.048
0.765562612658679,84.531
1.05727489144152,86.01400000000001
1.07031734732978,87.497
0.848515392862817,88.98
0.535027183642706,90.46300000000001
0.263333914578771,91.94600000000001
0.114338393541845,93.429
0.108322220505412,94.912
0.194243331040649,96.39500000000001
0.269761211873344,97.878
0.259299325048559,99.361
0.164491594880379,100.84400000000001
0.0399806948237311,102.32700000000001
-0.0619925874830763,103.81
-0.116733890972814,105.293
-0.130026649674281,106.77600000000001
-0.130271590026987,108.259
-0.140458398450687,109.742
-0.160897994262759,111.22500000000001
-0.178265630245374,112.70800000000001
-0.183543303743768,114.191
-0.180514829573526,115.674
-0.178569808827878,117.15700000000001
-0.181707082559244,118.64000000000001
-0.187453406007847,120.123
-0.192300235580386,121.60600000000001
-0.194908790761015,123.08900000000001
-0.195612114430821,124.572
-0.195157922786679,126.055
-0.1940055820664,127.53800000000001
-0.191455106406956,129.02100000000002
-0.183301960546341,130.50400000000002
-0.162479408563771,131.987
-0.129252445487927,133.47
-0.100833852087582,134.953
-0.0956088467260867,136.436
-0.113277712876742,137.919
-0.140105429430437,139.40200000000002
-0.162687663192596,140.88500000000002
-0.168019534158829,142.368
-0.12956208204112,143.851
-0.0171137969488502,145.334
0.157410555084046,146.817
0.316557791607214,148.3
0.38655038466682,149.78300000000002
0.373328075602771,151.26600000000002
0.363508206594913,152.74900000000002
0.447311373329972,154.232
0.602689280288801,155.715
0.699548339139059,157.198
0.651312439107227,158.681
0.488844659986076,160.16400000000002
0.302268580548909,161.64700000000002
0.154553978543155,163.13000000000002
0.0607269575825963,164.613
0.0058822664195615,166.096
-0.0354887206933727,167.579
-0.0784956564343664,169.062
-0.120859829931271,170.54500000000002
-0.155717978933819,172.02800000000002
-0.181986496577557,173.51100000000002
-0.20119566134595,174.994
-0.213200403820814,176.477
-0.218277133428153,177.96
-0.217815912915311,179.443
-0.214056582270997,180.92600000000002
-0.208917589828651,182.40900000000002
-0.20371002588048,183.89200000000002
-0.19916861422139,185.375
-0.195605858152785,186.858
-0.192974748654292,188.341
-0.190838131891786,189.824
-0.187641836581993,191.30700000000002
-0.180505631205575,192.79000000000002
-0.169079751554382,194.27300000000002
-0.159066900404148,195.756
-0.156996644570529,197.239
-0.162925608341263,198.722
-0.172093480644062,200.205
-0.180337464426538,201.68800000000002
-0.186088314110352,203.17100000000002
-0.189509768994778,204.65400000000002
-0.191162856174911,206.137
-0.191657483448094,207.62
-0.191447532289941,209.103
-0.190900526600778,210.586
-0.190270053350189,212.06900000000002
-0.189706050523243,213.55200000000002
-0.189269986577954,215.03500000000003
-0.188967966748446,216.518
-0.188774269401399,218.001
-0.188658800910935,219.484
-0.188565727114762,220.967
-0.187984431784127,222.45000000000002
-0.182521861827711,223.93300000000002
-0.15183141001979,225.41600000000003
-0.0541842530276955,226.899
0.125985157808541,228.382
0.318784761395366,229.865
0.425683174355693,231.348
0.417825990487423,232.83100000000002
0.335314236067113,234.31400000000002
0.232060041037002,235.79700000000003
0.161372592209197,237.28000000000003
0.143351064688851,238.763
0.138849668168092,240.246
0.0962555845120325,241.729
0.0104884768033987,243.21200000000002
-0.0850267343084037,244.69500000000002
-0.160501297409846,246.17800000000003
-0.207498886380009,247.66100000000003
-0.230144639772183,249.144
-0.236810466061192,250.627
-0.233921085170723,252.11
-0.226329787221255,253.59300000000002
-0.217255874810871,255.07600000000002
-0.208729167460076,256.559
-0.20177030308241,258.04200000000003
-0.196689643861417,259.52500000000003
-0.193276857266504,261.00800000000004
-0.191159640958492,262.49100000000004
-0.189910356231766,263.974
-0.189167115470565,265.457
-0.187881610625453,266.94
-0.179027194422891,268.423
-0.134126918841475,269.906
-0.0015370932108021,271.389
0.230456579767229,272.872
0.474183413819349,274.355
0.621502283652087,275.838
0.648551201813204,277.321
0.584406134783066,278.80400000000003
0.464799717441573,280.28700000000003
0.322677276386751,281.77000000000004
0.185375134668936,283.25300000000004
0.0695887188525541,284.736
0.0016231398286913,286.219
0.0091537981703276,287.702
0.0764968419691776,289.185
0.142608107697573,290.668
0.162471850564201,292.151
0.136679879363767,293.634
0.0837568624123051,295.117
0.0192381899198316,296.6
-0.0460730848290146,298.083
-0.0973052120148888,299.56600000000003
-0.101503494310552,301.04900000000004
-0.0066166598789432,302.53200000000004
0.193889598808158,304.01500000000004
0.406202433552121,305.49800000000005
0.504617090755062,306.981
0.446515862958073,308.464
0.292930270842319,309.947
0.125416549570342,311.43
-0.0115666328121156,312.913
-0.112381482022824,314.396
-0.181821775500098,315.879
-0.221460455816568,317.362
-0.230179524468701,318.845
-0.210637843236668,320.32800000000003
-0.167445716847744,321.81100000000004
-0.103179203518141,323.29400000000004
-0.022242976970033,324.77700000000004
0.0535493484127562,326.26000000000005
0.0934390461444775,327.743
0.0801490261818116,329.226
0.022935314172491,330.709
-0.0445525216569942,332.192
-0.0732717024805668,333.675
-0.0151401235748348,335.158
0.133404149058356,336.641
0.324355858785237,338.124
0.494141000495559,339.607
0.591445290525514,341.09000000000003
0.581544156143541,342.57300000000004
0.464356333983672,344.05600000000004
0.281011643210506,345.53900000000004
0.0931192280615802,347.02200000000005
-0.0468611214699481,348.505
-0.118119548424337,349.988
-0.127387220811446,351.471
-0.0932952935452757,352.954
-0.0294451158457466,354.437
0.0422500509470716,355.92
0.084883543114447,357.403
0.070752152443874,358.886
0.0078888529500269,360.369
