pe,time_second
0.227964542486796,117.622
0.310292430095893,119.105
0.34155614779357,120.58800000000001
0.290693015444186,122.071
0.168317976156653,123.554
0.0250430794260847,125.037
-0.108174771025651,126.52000000000001
-0.195582414302635,128.00300000000001
-0.246892301267874,129.48600000000002
-0.280746192749626,130.96900000000002
-0.258722293628153,132.452
-0.118962866763637,133.935
0.0080386215756678,135.418
-0.0444647693906883,136.901
-0.204916129200122,138.38400000000001
-0.34893865008366,139.867
-0.446774829159929,141.35
-0.535678262652708,142.833
-0.6166424611832,144.316
-0.68324372032378,145.799
-0.721709813315396,147.282
-0.699120572721886,148.76500000000001
-0.668170020179927,150.248
-0.643425928994781,151.731
-0.5040397036294,153.214
-0.338752453797598,154.697
-0.264529158147802,156.18
-0.265999310217496,157.663
-0.271113022077122,159.14600000000002
-0.266320249310205,160.62900000000002
-0.305924412107311,162.112
-0.423894499287078,163.595
-0.576676531251103,165.078
-0.685104769959092,166.561
-0.70762242112519,168.044
-0.629716596978528,169.52700000000002
-0.486537903047329,171.01000000000002
-0.324998625103149,172.493
-0.137389838770335,173.976
-0.080852329605421,175.459
-0.16936318390829,176.942
-0.306835416518009,178.425
-0.429863966422841,179.90800000000002
-0.468463147818169,181.39100000000002
-0.432851292818309,182.874
-0.372975247982858,184.357
-0.349975432390984,185.84
-0.279183167252999,187.323
-0.195088899029064,188.806
-0.18916792998632,190.28900000000002
-0.247136116986625,191.77200000000002
-0.280110307239459,193.255
-0.23825464647207,194.738
-0.184664750177185,196.221
-0.200342971318165,197.704
-0.257055974089882,199.187
-0.32785546163291,200.67000000000002
-0.32626194872412,202.15300000000002
-0.241299928482872,203.636
-0.193835035161823,205.119
-0.255731586536397,206.602
-0.368658266264112,208.085
-0.50513501518562,209.568
-0.61384104495306,211.05100000000002
-0.590365170285264,212.53400000000002
-0.481421523103374,214.017
-0.363627773181763,215.5
-0.379529490598416,216.983
-0.481471960002296,218.466
-0.483559130255156,219.949
-0.402813226575986,221.43200000000002
-0.313329522310584,222.91500000000002
-0.186100761981438,224.398
-0.0508132804932053,225.881
-0.0250072143346293,227.364
-0.117270960251095,228.847
-0.191491572412532,230.33
-0.23712007028135,231.81300000000002
-0.207823457667212,233.29600000000002
-0.122516417424442,234.779
-0.144457424137429,236.262
-0.292278956942363,237.745
-0.460772413981297,239.228
-0.563473857248594,240.711
-0.52980382853339,242.19400000000002
-0.357919073436856,243.67700000000002
-0.181299748900678,245.16000000000003
-0.0655804133156949,246.643
0.0147795971388678,248.126
0.0522315473004547,249.609
-0.0262847924070381,251.092
-0.111552373717795,252.57500000000002
-0.111101364727725,254.05800000000002
-0.0919413560207737,255.54100000000003
-0.07692107002917,257.024
-0.10492044705321,258.507
-0.127530322444605,259.99
-0.10657116307997,261.473
-0.0676684764767291,262.956
-0.0158796887541801,264.439
-0.040794488940567,265.922
-0.0705390030434046,267.40500000000003
0.0390036639903444,268.88800000000003
0.0893702561288101,270.37100000000004
-0.0303287389199807,271.854
-0.0775853263873332,273.337
0.151017647949362,274.82
0.365274062639009,276.303
0.344268117728302,277.786
0.301302533002507,279.269
0.369187933247718,280.752
0.462658217185523,282.235
0.593683496288887,283.718
0.655487330521341,285.201
0.556646756696149,286.684
0.420047156892646,288.16700000000003
0.421144418709093,289.65000000000003
0.53316648824877,291.13300000000004
0.66794614864886,292.616
0.781489521783044,294.099
0.807217156082742,295.582
0.740374383733028,297.065
0.625712459860407,298.548
0.559951791270254,300.031
0.582860502598022,301.514
0.578960567381353,302.997
0.497659519049628,304.48
0.436160187837375,305.963
0.389805270280423,307.446
0.347908089983377,308.92900000000003
0.329372115005667,310.41200000000003
0.362816358023811,311.89500000000004
0.48633068951816,313.37800000000004
0.648971670248255,314.861
0.809780544847706,316.344
0.844100422985595,317.827
0.734815378015774,319.31
0.561432343407104,320.793
0.373851224734369,322.276
0.251822811762964,323.759
0.253675619680672,325.242
0.24852191984877,326.725
0.161155830400709,328.208
0.0285662123281829,329.69100000000003
-0.17061077546673,331.17400000000004
-0.253653356399598,332.65700000000004
-0.0949705115547239,334.14000000000004
0.0494236591732124,335.623
0.0528954184078719,337.106
0.0025456792017556,338.589
-0.0384690214980577,340.072
-0.0837230018088918,341.555
-0.13389576411461,343.038
-0.15833300919204,344.521
-0.131723229686394,346.004
-0.0663999373747946,347.487
0.004373947422078,348.97
0.0350587339828207,350.45300000000003
0.0274171702719751,351.93600000000004
0.0675760444235957,353.41900000000004
0.162193297041495,354.90200000000004
0.296643812674639,356.385
0.35751338818132,357.868
0.279273953401949,359.351
0.188907260092326,360.834
0.165721030578852,362.317
0.147664274975806,363.8
0.0194181716066556,365.283
-0.187435728570838,366.766
-0.355902513753326,368.249
-0.444684801617232,369.732
-0.480626667314736,371.21500000000003
-0.47184059664406,372.69800000000004
-0.392983389506084,374.18100000000004
-0.256646408098977,375.66400000000004
-0.0978237674208102,377.147
0.0082652391048401,378.63
0.0705948992146955,380.113
0.0908373419422702,381.596
0.0620438511545126,383.079
0.0418795656306553,384.562
0.0845797367327,386.045
0.186688428851183,387.528
0.293549232125816,389.011
0.330727803501126,390.494
0.305382712104066,391.97700000000003
0.294096126608894,393.46000000000004
0.337263011337162,394.94300000000004
0.33956441487981,396.42600000000004
0.243444901445992,397.90900000000005
0.129630894721844,399.392
0.0701892925455727,400.875
0.070521552707194,402.358
0.0870763930412194,403.841
0.092315670501529,405.324
0.138711709552005,406.807
0.233942099698425,408.29
0.283861774563586,409.773
0.253850399590975,411.25600000000003
0.207094522820088,412.73900000000003
0.175006241619,414.22200000000004
0.159763059626709,415.70500000000004
0.247004596122799,417.18800000000005
0.357432940785374,418.67100000000005
0.35893806792538,420.154
0.331605151890703,421.637
0.307870168206712,423.12
0.140502695834652,424.603
-0.122574057179867,426.086
-0.344985888849334,427.569
-0.531079733445997,429.052
-0.669862929685058,430.535
-0.698201208870346,432.01800000000003
-0.599185571484672,433.50100000000003
-0.420319888324322,434.98400000000004
-0.178289465796623,436.46700000000004
0.0050437450295064,437.95000000000005
0.0328651572911367,439.43300000000005
0.0206695246571185,440.916
0.0508495625623368,442.399
0.0746989415691681,443.882
0.0843220117297745,445.365
0.187096977642951,446.848
0.378589252794149,448.331
0.5988302399696,449.814
0.772445968566321,451.297
0.917870272810986,452.78000000000003
1.07706634521582,454.26300000000003
1.06075087489043,455.74600000000004
0.874760509961981,457.22900000000004
0.7230305902122,458.71200000000005
0.656012168517815,460.19500000000005
0.582089638887066,461.678
0.500872275433178,463.161
0.502070002495196,464.644
0.561745976261762,466.127
0.613908012623987,467.61
0.66969466402204,469.093
0.72625727435036,470.576
0.764647680385437,472.059
0.849411515525558,473.54200000000003
0.982007003623503,475.02500000000003
1.08242883458996,476.50800000000004
1.09157223287858,477.99100000000004
1.07080358168577,479.47400000000005
1.06326848380685,480.95700000000005
1.04858341128458,482.44000000000005
0.952534101151519,483.923
0.691413784234459,485.406
0.325212952049842,486.889
0.0279532971755075,488.372
-0.11238516188782,489.855
-0.127947540210249,491.338
-0.101673728202869,492.821
-0.069813602098115,494.30400000000003
-0.150119428741976,495.78700000000003
-0.362302550789881,497.27000000000004
-0.584198392484336,498.75300000000004
-0.743465630210968,500.23600000000005
-0.837798350313876,501.71900000000005
-0.865323631554461,503.20200000000006
-0.733200001547994,504.685
-0.436145315679288,506.168
-0.109823900818242,507.651
0.171527662595692,509.134
0.331819125752606,510.617
0.336721786004327,512.1
0.319239954399706,513.5830000000001
0.315394673011841,515.066
0.299819495295218,516.5490000000001
0.215578077834962,518.032
0.0791019587177109,519.5150000000001
-0.0214436278515067,520.998
-0.0250203337109108,522.481
0.134199622973354,523.964
0.315854801221433,525.447
0.405182498748507,526.9300000000001
0.470037070867065,528.413
0.502751323021368,529.8960000000001
0.390858561167054,531.379
0.274092039464836,532.8620000000001
0.327665453589675,534.345
0.367404280464103,535.828
0.368863420196616,537.311
0.377459666525793,538.794
0.299535943982254,540.277
0.115487639867985,541.76
-0.0082072900746168,543.243
-0.0120375118668143,544.726
0.043289270358148,546.2090000000001
0.104923696609298,547.692
0.0519138211960999,549.1750000000001
-0.0473561237426807,550.658
-0.0877050325158887,552.1410000000001
0.0392351849499862,553.624
0.187411002375649,555.1070000000001
0.332878893905312,556.59
0.521039229787608,558.073
0.65871489483156,559.556
0.736072353404671,561.039
0.664074526382971,562.522
0.441659762595216,564.005
0.184225069354416,565.488
0.0450895247934251,566.971
0.0808534815377515,568.4540000000001
0.13758469214526,569.937
0.0901460119714412,571.4200000000001
-0.0722943123347231,572.903
-0.165958780265276,574.3860000000001
-0.132838908673612,575.869
-0.143835781845326,577.352
-0.284013778822122,578.835
-0.434924857567939,580.318
-0.482110485984384,581.801
-0.438510392446648,583.284
-0.3784507902426,584.767
-0.3753380961206,586.25
-0.425330734418562,587.7330000000001
-0.512253425858056,589.216
-0.607016818645636,590.6990000000001
-0.629591608986444,592.182
-0.459887132500514,593.6650000000001
-0.274501295641456,595.148
-0.222485095020287,596.6310000000001
-0.238150468277672,598.114
-0.242409213437143,599.597
-0.246262388243496,601.08
-0.257244998610358,602.563
-0.304426660597753,604.046
-0.39429487824698,605.529
-0.394442146759264,607.0120000000001
-0.150369331733248,608.495
0.145530641299337,609.9780000000001
0.210899339839469,611.461
0.115027724656644,612.9440000000001
0.0419180568919653,614.427
0.212642773315705,615.9100000000001
0.625437099402593,617.393
0.959846182487165,618.8760000000001
0.992007497065471,620.359
0.735535029152446,621.842
0.393028027165821,623.325
0.0594763474706904,624.808
-0.238888360977804,626.291
-0.439809888714716,627.774
-0.531250102324665,629.2570000000001
-0.535424032041129,630.74
-0.469612325893498,632.2230000000001
-0.248544072270694,633.706
0.0534405505416971,635.1890000000001
0.282656020835033,636.672
0.501668755414683,638.1550000000001
0.669495691924668,639.638
0.744270666843772,641.121
0.740955531058566,642.604
0.655239193629749,644.087
0.525402721925751,645.57
0.411525840363247,647.053
0.431717316856886,648.5360000000001
0.523887550939598,650.019
0.558135781357779,651.5020000000001
0.496463968953141,652.985
0.493597024926342,654.4680000000001
0.573319006375831,655.951
0.632544347997692,657.4340000000001
0.520630508295391,658.917
0.284616018535955,660.4000000000001
0.0612483211359813,661.883
-0.0459412695935722,663.366
-0.0481636245550005,664.849
-0.0281101285319163,666.332
-0.0217761186140118,667.815
-0.032006770084114,669.298
