"sub.id" "aHIP_rh" "pHIP_rh" "lAMY_rh" "mAMY_rh" "THA_DP_rh" "THA_VP_rh" "THA_VA_rh" "THA_DA_rh" "NAc_shell_rh" "NAc_core_rh" "pGP_rh" "aGP_rh" "aPUT_rh" "pPUT_rh" "aCAU_rh" "pCAU_rh" "aHIP_lh" "pHIP_lh" "lAMY_lh" "mAMY_lh" "THA_DP_lh" "THA_VP_lh" "THA_VA_lh" "THA_DA_lh" "NAc_shell_lh" "NAc_core_lh" "pGP_lh" "aGP_lh" "aPUT_lh" "pPUT_lh" "aCAU_lh" "pCAU_lh"
"1" "sub-01" -0.174181784621325 -0.0736173309763514 -0.125305539665421 -0.164800790277677 0.0246289616449375 -0.0363329205322282 0.00869628466053757 0.0251847510005063 -0.0132682084182373 -0.096844546931727 -0.0701684335873469 0.0453981948791558 0.00114886960915088 0.022877898185322 -0.0772622770611648 -0.00851159515860099 -0.0968424195354407 -0.0582887792686411 -0.136779202283654 -0.121205088011468 0.0547643642154287 0.0845413193477403 0.000775745742568373 0.0225304842121069 0.0519085264327093 -0.0435323087348277 -0.0108251799378052 -0.0241451375834382 0.0433452900872342 0.0556007945228219 -0.061058609689435 -0.0213759324980452
"2" "sub-02" 0.0960312031128263 0.0716489128255016 0.133063603997572 0.11283187132155 0.182335201946674 0.090940080055685 0.104233607286808 0.105206198879424 0.0504230402572884 0.0567244432205065 0.233702428123321 0.0122824812649145 -0.0193304533666693 0.0130094280091126 0.0124051082778966 0.0199631374760744 0.0996085828183287 0.0666564220561698 0.0193925214087291 0.102610629930717 0.177760560606246 0.052562297478326 0.0977440211760146 0.104877471467938 0.0263372333047223 0.0638046564622235 0.0633941058767844 0.0139100986717236 -0.0274164428009921 0.00472135514792227 -0.00441061800132423 -0.00392648838814607
"3" "sub-03" -0.0998618677997287 -0.0153253753281374 -0.193575399113693 -0.0811689644557052 -0.103718467364329 -0.0278242422625943 -0.149092427112379 -0.138547177390246 0.0746284951202767 -0.0485314771361318 -0.155746061143348 -0.00665367300878401 -0.0453779083943368 -0.118610393546228 0.079663322667285 0.0334111978903395 -0.083948110126343 -0.0614751899709987 -0.118466342341561 -0.088430709804935 0.00298048980130434 -0.0796733292178351 -0.0686105635342245 -0.174269022072219 0.0167262562843175 0.112462518759889 -0.0819065722057002 -0.0466965843432157 -0.0147422844487205 -0.131931971559375 0.0694080111711178 0.00569802116516568
"4" "sub-04" -0.0333436769263088 0.0391026585385014 0.0465676698388108 0.0962524381534616 0.0321436370380371 0.055708869612236 -0.175410093481398 -0.0874828656293122 -0.097964458237139 -0.111146368103401 -0.0722558167442292 -0.0336355589186705 -0.0390638423404714 0.0453500873258798 -0.144722921576022 -0.157844914744233 0.0757256290033606 0.0418581333338972 0.0229692893398315 0.0421395360965805 0.0533353065677646 0.0307853881508761 -0.128901068026582 -0.138424594424069 -0.164024562875471 -0.108643719209306 -0.0802992702768167 -0.244668337648895 -0.0753048149561544 -0.059929122806676 -0.141955689522639 -0.148693409744012
"5" "sub-05" -0.012875813782933 0.00783158849049462 -0.0364942132402691 0.172468248866444 0.0459478588642497 -0.0710019290577597 0.0661031475031067 -0.0459503658702007 0.174982775373376 0.0522174221886366 0.0569817075016211 0.0264075074106876 0.0636667890170487 -0.0436565699518079 0.0952290912505449 0.0587359338488608 -0.0271111600800227 0.12000685214297 -0.119274776358366 -0.0683819687646781 0.0310143069424244 -0.1207167418015 0.0570279466896617 -0.0039522889094406 -0.03659462789233 0.0192857944089043 0.149502360459678 0.0246005181344264 -0.0217027066212827 0.015950535629207 0.0340290624551424 0.0581917708107473
"6" "sub-06" -0.0831029288487936 -0.0775997327681795 -0.0089282875044079 -0.0484085790533662 0.0468775936281694 0.126867363197568 0.00783279644561755 0.011297786993111 0.0571084461466093 0.00829246835936662 -0.0571595829239036 0.0222532560914652 -0.0168796645943545 -0.0121351726731195 -0.0847592970967315 0.00962909894252575 -0.182838978278655 -0.00921333595594819 -0.167077401937958 -0.0581652649051938 0.0103084193699917 -0.0211598042417926 0.017824763662591 0.0876831897114697 0.0413060715625988 0.00518086965069409 -0.0462207182143547 0.0963399689932256 -0.00768989893199427 -0.00411119470456225 -0.119384582293997 -0.00510159306309019
"7" "sub-07" 0.0666263036247083 -0.00894169889380772 -0.00860603166602718 -0.0736046045966793 0.0585106876772285 0.0109276482981795 0.0784493645957161 0.0520753978487892 0.0812640618431852 0.136100894422307 -0.0027004040875703 0.169941406910894 -0.109508309017457 -0.113117401709593 0.046912273308017 0.0185056960293108 0.0175064470835901 0.0280683280838215 -0.043927165649588 -0.0791166939406938 -0.0152675115235553 -0.037799140375674 0.0907622594362611 0.0553491848361337 0.0132242831614946 0.0838967027174839 0.100043651661586 0.0645121824390986 -0.0479394465262054 -0.0500853215176279 0.0560407464978037 -0.0741897924718646
"8" "sub-08" -0.0809157271024758 -0.00628739314718458 -0.0874690644892627 0.0407338363336698 -0.175559392438701 0.0434818010772386 -0.107038957728277 -0.124529165576319 -0.0554471939067568 -0.0663143682556577 -0.127600176799564 -0.0320154915686682 -0.0160291256428609 -0.0339445167342525 -0.0434323714809203 -0.0596046884322412 -0.0887748131818508 -0.0831801893967733 -0.0442561298649492 -0.124101354099767 -0.175616527009806 0.0143309646854859 -0.156948616811819 -0.198883220780634 0.00103588240664511 -0.06555543979477 0.217629371988112 0.081723751847651 -0.00180319920167384 -0.023703096964126 -0.0316211426461966 0.0127691369892605
"9" "sub-09" -0.030855911447419 -0.0354421118355607 0.066675595847076 -0.0320700927739407 0.0258751345648916 -0.00506326938883653 -0.00898641091643413 -0.103008243794478 -0.0878979152555979 -0.0511517502345576 0.0852393598233455 0.0882515559112406 -9.43161077247525e-05 -0.0035983533306449 -0.0616071843481183 -0.047645093638399 -0.0767098087716419 -0.186500499729546 -0.105681115555807 -0.000926044844538444 -0.0401116741881597 -0.0406463486607908 -0.0404945028599855 -0.0990692644161804 -0.110321981843712 -0.121850124411008 -0.125570413877252 -0.0638584331232096 -0.0546523417494954 -0.0835744433026634 -0.0613457042491628 -0.163414965570588
"10" "sub-11" -0.107267019628158 -0.137354377012898 -0.0417376459664158 -0.0927929036545514 -0.0978066297735099 -0.104962652745413 -0.0869298633512235 -0.116998363336365 -0.120043240738394 -0.139166624162358 -0.011435192456641 -0.0179848015622142 -0.0760934179691974 -0.129852629266465 -0.0836628284825012 -0.100564214869512 -0.0298410431490271 -0.0942889857163556 -0.00251246355549099 -0.0037353013670999 -0.0665984645051492 -0.142014622577777 -0.166129079192699 -0.0998512425786233 -0.0578957372679107 -0.0134979311606008 -0.0599228927541753 -0.176231165392903 -0.0587341131332595 -0.0879328493244675 -0.0702889273319905 -0.0960452952074008
