,frame_id,time(s),first_second,uncertainty
0,154.0,6.16,6.16,0.0
1,162.03611111111113,6.4814444444444455,6.16,0.0015868615252474935
2,170.07222222222222,6.802888888888889,6.16,0.0016321297471327363
3,178.5975,7.1438999999999995,6.16,0.0014719930050561406
4,187.03333333333333,7.481333333333334,6.16,0.0014204053004945238
5,195.06944444444446,7.802777777777778,6.16,0.001547627196441946
6,203.595,8.1438,6.16,0.0018111192167223446
7,212.03055555631943,8.481222222252777,6.16,0.0017671352692576548
8,220.06666666666666,8.802666666666667,6.16,0.0009102579392694773
9,228.59250000000003,9.1437,6.16,0.001165412374551812
10,237.02777777777777,9.481111111111112,6.16,0.0015082635109704562
11,245.06388888888887,9.802555555555555,6.16,0.0014076695251725483
12,253.59,10.1436,6.16,0.0015427043491264589
13,262.025,10.481,6.16,0.0015214280322414686
14,270.06111111111113,10.802444444444445,6.16,0.0015349511751510878
15,278.5875,11.1435,6.16,0.0018919775348208198
16,287.0222222222222,11.480888888888888,6.16,0.0012939042076256838
17,295.05833333333334,11.802333333333333,6.16,0.0014086009132158962
18,303.585,12.1434,6.16,0.0012491146978273408
19,312.01944444444445,12.480777777777778,6.16,0.0013796836680949843
20,320.05555555555554,12.802222222222222,6.16,0.001365792909800462
21,328.09166666666664,13.123666666666665,6.16,0.0015891888357087598
22,336.615,13.4646,6.16,0.0012057851664773335
23,345.05277777777775,13.80211111111111,6.16,0.001182449202354481
24,353.0888888888889,14.123555555555557,6.16,0.0012872420536181996
25,361.6125,14.464500000000001,6.16,0.0011622281457109073
26,370.04999999999995,14.801999999999998,6.16,0.00132179749267882
27,378.0861111111111,15.123444444444445,6.16,0.0013365430504370872
28,386.61,15.464400000000001,6.16,0.0012681367366069968
29,395.0472222222222,15.80188888888889,6.16,0.0010835212225768318
30,403.0833333333333,16.12333333333333,6.16,0.0011646258896331827
31,411.60749999999996,16.464299999999998,6.16,0.0016156276444061772
32,420.0444444444445,16.80177777777778,6.16,0.0018653291953780148
33,428.0805555555555,17.12322222222222,6.16,0.002178983697255019
34,436.605,17.4642,6.16,0.002167911704174857
35,445.0416666666667,17.801666666666666,6.16,0.001507660060721371
36,453.0777777777778,18.12311111111111,6.16,0.0014810332223435675
37,461.60249999999996,18.4641,6.16,0.0015467327053688075
38,470.03888888888895,18.80155555555556,6.16,0.0017265575433788418
39,478.07500000000005,19.123,6.16,0.0009856471005120796
40,487.0,19.48,6.16,0.0012686593687054881
41,495.0361111111111,19.801444444444442,6.16,0.0011646084949100033
42,503.0722222222222,20.122888888888887,6.16,0.001378641999539569
43,511.5975,20.463900000000002,6.16,0.0015944345702067276
44,520.0333333333333,20.801333333333332,6.16,0.0017100731959006717
45,528.0694444444445,21.122777777777777,6.16,0.001260469487366722
46,536.595,21.463800000000003,6.16,0.0010671372665332244
47,545.0305555555556,21.801222222222222,6.16,0.0013453430847511108
48,553.0666666666667,22.122666666666667,6.16,0.0011574591412247478
49,561.5925,22.4637,6.16,0.0010657040122997576
50,570.0277777777778,22.801111111111112,6.16,0.0011717823685449998
51,578.0638888888889,23.122555555555554,6.16,0.0012785748754595926
52,586.5899999999999,23.463599999999996,6.16,0.0015394423905389315
53,595.0250000000001,23.801000000000002,6.16,0.001880603970939196
54,603.0611111111111,24.122444444444444,6.16,0.0016643365762575714
55,611.5875,24.4635,6.16,0.0017489336416087753
56,620.0222222222222,24.80088888888889,6.16,0.0021078641959397402
57,628.0583333333333,25.12233333333333,6.16,0.0016665975092975862
58,636.585,25.4634,6.16,0.0018474275870567635
59,645.0194444444445,25.800777777777782,6.16,0.0019396174875653592
60,653.0555555555555,26.12222222222222,6.16,0.0019059924728208099
61,661.0916666666667,26.44366666666667,6.16,0.001935429537214614
62,669.615,26.7846,6.16,0.0017036776486345417
63,678.0527777777778,27.122111111111114,6.16,0.00210252302242337
64,686.088888888889,27.44355555555556,6.16,0.0013050052049936574
65,694.6125,27.784499999999998,6.16,0.0011797571207697488
66,703.05,28.122,6.16,0.0014537381709346406
67,711.0861111111111,28.443444444444445,6.16,0.001662235797630276
68,719.61,28.7844,6.16,0.0018845900802288268
69,728.0472222222222,29.12188888888889,6.16,0.0018761589241270845
70,736.0833333333334,29.443333333333335,6.16,0.001957564266426274
71,744.6075,29.784299999999998,6.16,0.0018946498949575484
72,753.0444444444444,30.121777777777776,6.16,0.001609649588731853
73,761.0805555555556,30.443222222222225,6.16,0.00125706179314857
74,769.605,30.784200000000002,6.16,0.0014574813497509262
75,778.0416666666666,31.121666666666666,6.16,0.0013156945946343154
76,786.0777777777778,31.44311111111111,6.16,0.0011341711501265132
77,794.6025,31.7841,6.16,0.0010374437438337367
78,803.0388888888889,32.12155555555555,6.16,0.0012540042305170444
79,811.075,32.443000000000005,6.16,0.001101191371409998
80,820.0,32.8,6.16,0.0012403169387487168
81,828.036111111111,33.12144444444444,6.16,0.0011850036657773586
82,836.0722222222222,33.44288888888889,6.16,0.001213089680833224
83,844.5975000000001,33.7839,6.16,0.0012617474098534137
84,853.0333333333333,34.12133333333333,6.16,0.001159404137014248
85,861.0694444444445,34.44277777777778,6.16,0.0011989950747592797
86,869.595,34.7838,6.16,0.0010834574238627384
87,878.0305555555556,35.12122222222222,6.16,0.0015555358748192514
88,886.0666666666667,35.44266666666667,6.16,0.0016861525966874514
89,894.5925,35.783699999999996,6.16,0.0018650374763726398
90,903.0277777777778,36.12111111111111,6.16,0.001963656201356749
91,911.063888888889,36.44255555555556,6.16,0.0020614391297384075
92,919.5899999999999,36.7836,6.16,0.0015728137972307761
93,928.0250000000001,37.121,6.16,0.0017902050893486138
94,936.061111111111,37.44244444444444,6.16,0.0016609276645850734
95,944.5875,37.7835,6.16,0.001682042150919868
96,953.0222222222224,38.12088888888889,6.16,0.0018259360324479024
97,961.0583333333333,38.44233333333333,6.16,0.0018335703170383267
98,969.585,38.7834,6.16,0.0016244411693396201
99,978.0194444444444,39.120777777777775,6.16,0.0012052920375284512
100,986.0555555555555,39.44222222222222,6.16,0.0011371260314786884
101,994.0916666666667,39.763666666666666,6.16,0.0010526200380935457
102,1002.615,40.1046,6.16,0.0011193248571283885
