"sub.id" "aHIP_rh" "pHIP_rh" "lAMY_rh" "mAMY_rh" "THA_DP_rh" "THA_VP_rh" "THA_VA_rh" "THA_DA_rh" "NAc_shell_rh" "NAc_core_rh" "pGP_rh" "aGP_rh" "aPUT_rh" "pPUT_rh" "aCAU_rh" "pCAU_rh" "aHIP_lh" "pHIP_lh" "lAMY_lh" "mAMY_lh" "THA_DP_lh" "THA_VP_lh" "THA_VA_lh" "THA_DA_lh" "NAc_shell_lh" "NAc_core_lh" "pGP_lh" "aGP_lh" "aPUT_lh" "pPUT_lh" "aCAU_lh" "pCAU_lh"
"1" "sub-01" -0.133474785824022 -0.033707428350855 0.0222419505585232 -0.0490150410124267 0.0798519262757766 -0.0642080745264894 0.0826368079583316 0.118893688446104 -0.0218501783584323 -0.00376765908763055 -0.0595905543202514 0.101069201585153 0.0347162474173217 0.0209705416872423 -0.0318703177475114 -0.0411050570460022 0.0155697103365234 -0.0164746531949391 -0.00570929567119433 0.0367694303742995 0.0604612347778097 0.181406961450597 0.0994034826870946 0.135843831059974 0.00215339443949768 -0.0612625631534694 0.0927185157938785 0.0616110810864269 0.118141260618788 0.162625722221325 0.00234149003094348 0.00273845802990071
"2" "sub-02" 0.0294188330782186 -0.0795538130976726 0.140136671747143 0.153803094079425 0.238320360515461 0.0151577298604649 0.0300940165163185 0.0766751845513319 0.145016116464369 0.0540750714129518 0.0335950736647558 0.0612675953646958 -0.0587850584064871 -0.0497711805353416 -0.00867963955198608 -0.0911592254228352 0.0534202843888748 -0.247833606246286 -0.175558137974424 -0.0148640080288858 0.129154486898089 -0.125897662341615 -0.00744932599115149 0.0612662994890024 0.023216126089558 -0.0123028681764205 -0.0560371124455338 0.0266774189400287 -0.150253172916035 -0.10654411840567 -0.073067019619942 -0.14395374285649
"3" "sub-03" -0.206788233905868 -0.0250455807374475 0.114515935542602 -0.0552532734082025 0.227297069483472 0.251731520397851 -0.00128370683396954 0.00487216140906505 0.0110450204947875 0.0267669870854464 -0.0702236168922526 -0.0530144645689532 0.131298422618238 -0.0337866165682821 0.097783900489687 0.0527436952985181 -0.124068737706757 -0.0374018033655809 0.0684001167805627 0.0299139570332012 0.19801080200103 0.0820261949875211 -0.0534081708485414 -0.0774416725406475 -0.0666256607675896 0.0371030047862828 0.0232866557156307 -0.004205041720063 0.10745088477579 -0.124749157224247 -0.0201099126009082 0.0361868041126491
"4" "sub-04" -0.12191718926187 -0.103656591287933 0.0593019743599665 0.0726460362420547 0.0971393428946847 0.0337177476488637 -0.300259633987734 -0.137331837887702 -0.342108857465955 -0.299279037269525 -0.174611975363703 -0.0754818557581218 -0.177660841758763 -0.0890696918007525 -0.236198348208544 -0.27049338207853 -0.124122205055983 -0.106798002352284 -0.00899194290975838 0.115568989332465 0.0805536354978186 0.153598689270876 -0.281143340669871 -0.18856419796861 -0.268497891107535 -0.271510117968227 -0.232558201173875 -0.129290529557635 -0.224508097206127 -0.0658950880943152 -0.247865886191804 -0.189139062423103
"5" "sub-05" 0.00879646423031349 -0.0357065651963141 0.065520027010797 0.138069217149127 0.132574136833892 -0.00606169250722706 0.0972271995588774 0.0166680691419942 0.0407972937074941 0.04910114319192 0.0562644380086622 0.0643087177789669 0.0988696877287617 0.00763449236295926 0.00861458576680059 0.0474573883016683 -0.0166115782556804 0.024093616280679 -0.12729886468254 -0.11733634324938 0.136735246642446 -0.0701155571744183 0.0978009320972723 0.0727866379200424 0.0999427113017619 0.079337723394807 0.018995394559992 0.0774210637558798 0.119722059548529 0.00570337829802449 0.0560829275497338 0.0818467816045099
"6" "sub-06" -0.220989443205493 -0.245309505547697 -0.0274709003234672 -0.10196734580352 0.0437854385670563 0.0261456201243973 -0.117324929087227 -0.0775671991185632 -0.25079080360557 -0.210969585508907 -0.11117330431854 -0.0479572068006473 -0.0854229870184253 -0.135119072283311 -0.228019256374779 -0.109569066533951 -0.236211709230427 -0.143381052508393 -0.0776440375879487 -0.0513364054928678 0.126040438629643 0.066500331493 -0.091649303222621 0.00908347885484655 -0.15905242616803 -0.134939769718728 -0.102584268253023 0.0126339026269201 -0.0650624172045694 -0.070536383552618 -0.203432903707159 -0.0849391897628195
"7" "sub-07" -0.0155782880457997 -0.0877330536292898 -0.0546166666387465 0.00201652061095166 0.0831527455100711 0.0664864572495663 0.0313405027748035 0.102371552426586 0.040482307498278 0.0647139801500666 -0.0495030129993769 0.115514417507267 -0.0969672408913918 -0.0967695470895243 0.0383067927616712 0.0555258046400434 0.0805513791623016 -0.0798336986872322 -0.0180165136014901 -0.0488115975754248 0.0477916032173186 -0.128079034699992 0.0212009180445817 0.0597254160554704 -0.0299136953128943 0.109766707454427 0.0240213775672847 -0.0942107755571817 0.028103855640517 -0.103758028472346 0.0303638569722888 -0.0698801546501791
"8" "sub-08" 0.0283901811447443 0.00605125076940971 0.0842891982760091 0.0424163129333191 0.0592416370813001 -0.0149548331136007 -0.00381454927803846 0.0252307906414733 0.000206824149855155 -0.141080239802126 -0.032817172329041 0.077577364769641 -0.0341391954589843 0.00823233312984627 -0.00890300351709861 0.022309858759776 -0.0798453349511089 -0.0711786288538089 -0.0103807062013108 0.0317811792248211 0.0879368996018353 -0.130441666287072 -0.0369984706814817 0.0337737351290603 -0.0210918106165987 -0.0851332708173378 0.285972529029378 -0.0158895694525089 0.0783882843513644 0.0036332838534117 0.027225377225527 0.182215092755139
"9" "sub-09" -0.0327014730730417 -0.0200184617233379 0.157174132083127 0.0658586706126719 0.211031189409445 -0.0121749127877724 0.00486870334909174 -0.0391501240481961 -0.154216958108325 -0.112807240421004 -0.0270825852632121 -0.0413545854302943 0.0375125792586404 0.104684268825946 -0.139936158114912 -0.137841244774775 -0.0237187345637375 -0.160332567926573 0.0173212597727908 0.154145743765085 0.000505728675148199 0.0424075228009759 -0.0442851042791389 -0.0406100504666846 -0.078113399707179 -0.10376206179347 -0.0589991281501883 -0.0127568481179351 0.00967127262103365 -0.0590078001616288 -0.238216673220175 -0.215287568136475
"10" "sub-11" -0.0130352456404876 -0.175146756483418 0.0428107318965296 -0.122126502601248 -0.086654637085788 -0.0265650270823463 -0.0874617064352809 -0.0714158980993276 -0.0136628626433827 -0.0545606165113052 0.078100385649494 -0.0374074444347282 -0.111148034947693 -0.0763895329583601 -0.0429778837011549 -0.0289914031739714 0.0917983019944176 -0.000292539588776396 0.0442518274446809 0.0632089277298336 -0.0750983098852957 -0.0815952370478005 -0.0867874279757459 0.0583500020810098 -0.0123065787427907 0.0169459632333493 -0.0182568200353514 0.0430907618761584 -0.114630189148066 -0.103285230144554 -0.118616665697227 -0.0188984767468506
